region_10,district_10,constituency_10,ward_10,total_candidates_10,ward_total_votes_10,ward_id_10,votes_AFP_10,votes_CCM_10,votes_CHADEMA_10,votes_CHAUSTA_10,votes_CUF_10,votes_DP_10,votes_JAHAZI_ASILIA_10,votes_NCCR_MAGEUZI_10,votes_NLD_10,votes_NRA_10,votes_other_10,votes_SAU_10,votes_TADEA_10,votes_TLP_10,votes_UDP_10,votes_UMD_10,votes_UPDP_10
wilaya ya kondoa,kondoa kaskazini,hondomairo,kirangi shabani hussein,1,696,3622,,696,,,,,,,,,,,,,,,
wilaya ya kondoa,kondoa kaskazini,hondomairo,mwiru adamu saurilubuva,1,531,3633,,,,,531,,,,,,,,,,,,
wilaya ya kondoa,kondoa kaskazini,itaswi,saidi mohamedi chobu,1,975,3645,,975,,,,,,,,,,,,,,,
wilaya ya kondoa,kondoa kaskazini,itaswi,tangure hassani athumani,1,697,3653,,,,,697,,,,,,,,,,,,
wilaya ya kondoa,kondoa kaskazini,itololo,hassani ramadhani bakula,1,420,3601,,,420,,,,,,,,,,,,,,
wilaya ya kondoa,kondoa kaskazini,itololo,mohamedi athumani kifaida,1,592,3629,,,,,592,,,,,,,,,,,,
wilaya ya kondoa,kondoa kaskazini,itololo,yahaya ramadhani giriki,1,785,3655,,785,,,,,,,,,,,,,,,
wilaya ya kondoa,kondoa kaskazini,kalamba,chobu hussein athumani,1,1609,3596,,,,,1609,,,,,,,,,,,,
wilaya ya kondoa,kondoa kaskazini,kalamba,soloka jeremia anton,1,1626,3650,,1626,,,,,,,,,,,,,,,
wilaya ya kondoa,kondoa kaskazini,kikilo,abdi hassani mayingu,1,627,3586,,,,,627,,,,,,,,,,,,
wilaya ya kondoa,kondoa kaskazini,kikilo,khatibu juma khatibu,1,424,3617,,,424,,,,,,,,,,,,,,
wilaya ya kondoa,kondoa kaskazini,kikilo,naasi hamisi iddi,1,1139,3634,,1139,,,,,,,,,,,,,,,
wilaya ya kondoa,kondoa kaskazini,kikore,mohamedi ally mayungu,1,427,3628,,,,,427,,,,,,,,,,,,
wilaya ya kondoa,kondoa kaskazini,kikore,ramadhani hamisi issa,1,1622,3640,,1622,,,,,,,,,,,,,,,
wilaya ya kondoa,kondoa kaskazini,kikore,saidi khalufani ndumbi,1,160,3644,,,160,,,,,,,,,,,,,,
wilaya ya kondoa,kondoa kaskazini,kilimani,kambi issa iddi,1,1071,3614,,1071,,,,,,,,,,,,,,,
wilaya ya kondoa,kondoa kaskazini,kilimani,ramadhani issa ninga,1,255,3641,,,,,255,,,,,,,,,,,,
wilaya ya kondoa,kondoa kaskazini,kingale,hamadi alli maine,1,1069,3599,,1069,,,,,,,,,,,,,,,
wilaya ya kondoa,kondoa kaskazini,kingale,shabani adamu mohamed,1,124,3649,,,124,,,,,,,,,,,,,,
wilaya ya kondoa,kondoa kaskazini,kingale,tura ramdhani lacha,1,1108,3654,,,,,1108,,,,,,,,,,,,
wilaya ya kondoa,kondoa kaskazini,kinyasi kati,chobu habibu salimu,1,972,3595,,,,,972,,,,,,,,,,,,
wilaya ya kondoa,kondoa kaskazini,kinyasi kati,njaji ramadhan said,1,753,3635,,753,,,,,,,,,,,,,,,
wilaya ya kondoa,kondoa kaskazini,kisese,bashiru kheri iddi,1,974,3594,,,,,974,,,,,,,,,,,,
wilaya ya kondoa,kondoa kaskazini,kisese,kidindi ayubu rajabu,1,1147,3620,,1147,,,,,,,,,,,,,,,
wilaya ya kondoa,kondoa kaskazini,kisese,mumbiri athuman selemani,1,120,3630,,,120,,,,,,,,,,,,,,
wilaya ya kondoa,kondoa kaskazini,kolo,ally swalehe kwahe,1,42,3590,,,42,,,,,,,,,,,,,,
wilaya ya kondoa,kondoa kaskazini,kolo,juma iddi ng'ungu,1,629,3612,,629,,,,,,,,,,,,,,,
wilaya ya kondoa,kondoa kaskazini,kolo,majala hamadi ali,1,599,3625,,,,,599,,,,,,,,,,,,
wilaya ya kondoa,kondoa kaskazini,kondoa mjini,hamza hamisi mafita,1,1448,3600,,1448,,,,,,,,,,,,,,,
wilaya ya kondoa,kondoa kaskazini,kondoa mjini,kiberenge mohamedi abdi,1,1432,3618,,,,,1432,,,,,,,,,,,,
wilaya ya kondoa,kondoa kaskazini,kondoa mjini,saidi ally chichi,1,47,3643,,,,,,,,,,,,,,,47,,
wilaya ya kondoa,kondoa kaskazini,kwadelo,haji issa dudu,1,239,3598,,,239,,,,,,,,,,,,,,
wilaya ya kondoa,kondoa kaskazini,kwadelo,jamali hassani kineja,1,873,3610,,,,,873,,,,,,,,,,,,
wilaya ya kondoa,kondoa kaskazini,kwadelo,kariati omary yusufu,1,1266,3615,,1266,,,,,,,,,,,,,,,
wilaya ya kondoa,kondoa kaskazini,masange,mahamudu iddi nyundo,1,510,3624,,510,,,,,,,,,,,,,,,
wilaya ya kondoa,kondoa kaskazini,masange,nyange hamadi ramadhani,1,708,3637,,,,,708,,,,,,,,,,,,
wilaya ya kondoa,kondoa kaskazini,masange,salimu mohamedi salimu,1,28,3647,,,28,,,,,,,,,,,,,,
wilaya ya kondoa,kondoa kaskazini,mnenia,adam mohamedi saidi,1,1250,3588,,,,,1250,,,,,,,,,,,,
wilaya ya kondoa,kondoa kaskazini,mnenia,bangu saidi ramadhani,1,127,3593,,,127,,,,,,,,,,,,,,
wilaya ya kondoa,kondoa kaskazini,mnenia,iyerya adam abuu,1,1364,3608,,1364,,,,,,,,,,,,,,,
wilaya ya kondoa,kondoa kaskazini,pahi,mwenda hamisi abdallah,1,1446,3632,,1446,,,,,,,,,,,,,,,
wilaya ya kondoa,kondoa kaskazini,pahi,saidi abdi yusufu,1,1239,3642,,,,,1239,,,,,,,,,,,,
wilaya ya kondoa,kondoa kaskazini,pahi,salum ramadhani kimolo,1,223,3648,,,223,,,,,,,,,,,,,,
wilaya ya kondoa,kondoa kaskazini,salanka,issa swalehe gwandi,1,841,3606,,,,,841,,,,,,,,,,,,
wilaya ya kondoa,kondoa kaskazini,salanka,majidi mohamedi gwandi,1,1036,3627,,1036,,,,,,,,,,,,,,,
wilaya ya kondoa,kondoa kaskazini,serya,bakari hassan kinyasi,1,656,3592,,656,,,,,,,,,,,,,,,
wilaya ya kondoa,kondoa kaskazini,serya,paschal kafefe ikoi,1,348,3638,,,,,348,,,,,,,,,,,,
wilaya ya kondoa,kondoa kaskazini,soera,iddi maulidi  naa,1,732,3604,,732,,,,,,,,,,,,,,,
wilaya ya kondoa,kondoa kaskazini,soera,juma lakumo ori,1,1052,3613,,,,,1052,,,,,,,,,,,,
wilaya ya kondoa,kondoa kaskazini,soera,zuberi hamidu omari,1,107,3656,,,107,,,,,,,,,,,,,,
wilaya ya kondoa,kondoa kaskazini,suruke,abdrahmani issa matundu,1,382,3587,,382,,,,,,,,,,,,,,,
wilaya ya kondoa,kondoa kaskazini,suruke,jafari mohamed ganga,1,415,3609,,,,,415,,,,,,,,,,,,
wilaya ya kondoa,kondoa kusini,chandama,nuru juma kilili,1,816,3685,,,,,816,,,,,,,,,,,,
wilaya ya kondoa,kondoa kusini,chandama,sindamwaka maganza titus,1,2078,3692,,2078,,,,,,,,,,,,,,,
wilaya ya kondoa,kondoa kusini,chemba,abdi arale dahir,1,2066,3658,,2066,,,,,,,,,,,,,,,
wilaya ya kondoa,kondoa kusini,chemba,omari idi dosa,1,153,3686,,,,,153,,,,,,,,,,,,
wilaya ya kondoa,kondoa kusini,churuku,iddi hassani kibonge,1,962,3670,,,,,962,,,,,,,,,,,,
wilaya ya kondoa,kondoa kusini,churuku,mkunya saidi hamisi,1,965,3682,,965,,,,,,,,,,,,,,,
wilaya ya kondoa,kondoa kusini,dalai,ayubu athumani mduri,1,481,3662,,,,,481,,,,,,,,,,,,
wilaya ya kondoa,kondoa kusini,dalai,kichuri issa ali,1,1604,3676,,1604,,,,,,,,,,,,,,,
wilaya ya kondoa,kondoa kusini,dalai,mbongo hamadi athumani,1,1391,3681,,,1391,,,,,,,,,,,,,,
wilaya ya kondoa,kondoa kusini,goima,hussein abubakari mbaruku,1,2171,3669,,2171,,,,,,,,,,,,,,,
wilaya ya kondoa,kondoa kusini,goima,salia juma idunkarya,1,168,3688,,,,,168,,,,,,,,,,,,
wilaya ya kondoa,kondoa kusini,goima,selemani hasani ndwata,1,93,3690,,,93,,,,,,,,,,,,,,
wilaya ya kondoa,kondoa kusini,gwandi,juma hassani mumba,1,45,3675,,,,,45,,,,,,,,,,,,
wilaya ya kondoa,kondoa kusini,gwandi,mauna manyinga msomaji,1,91,3680,,,91,,,,,,,,,,,,,,
wilaya ya kondoa,kondoa kusini,gwandi,ramadhani kitwai sogoi,1,1434,3687,,1434,,,,,,,,,,,,,,,
wilaya ya kondoa,kondoa kusini,jangalo,abdi hassani msuri,1,2036,3659,,2036,,,,,,,,,,,,,,,
wilaya ya kondoa,kondoa kusini,jangalo,huseni rashidi katikiro,1,1511,3668,,,,,1511,,,,,,,,,,,,
wilaya ya kondoa,kondoa kusini,jangalo,siraji bakari lubuva,1,141,3693,,,141,,,,,,,,,,,,,,
wilaya ya kondoa,kondoa kusini,kimaha,msongoli yahaya msongoli,1,780,3684,,,,,780,,,,,,,,,,,,
wilaya ya kondoa,kondoa kusini,kimaha,suwed iddi juma,1,1436,3694,,1436,,,,,,,,,,,,,,,
wilaya ya kondoa,kondoa kusini,kwamtoro,john adolf konkoli,1,1899,3672,,1899,,,,,,,,,,,,,,,
wilaya ya kondoa,kondoa kusini,kwamtoro,mashaka nassor mbaraka,1,101,3679,,,,,101,,,,,,,,,,,,
wilaya ya kondoa,kondoa kusini,kwamtoro,swalehe abdalah mtinangi,1,70,3695,,,70,,,,,,,,,,,,,,
wilaya ya kondoa,kondoa kusini,mondo,issa waziri longo,1,19,3671,,,,,19,,,,,,,,,,,,
wilaya ya kondoa,kondoa kusini,mondo,kidunda athumani hussein,1,886,3677,,,886,,,,,,,,,,,,,,
wilaya ya kondoa,kondoa kusini,mondo,sambala saidi omari,1,1462,3689,,1462,,,,,,,,,,,,,,,
wilaya ya kondoa,kondoa kusini,mrijo,awadi juma msuka,1,34,3661,,,,,,,,34,,,,,,,,,
wilaya ya kondoa,kondoa kusini,mrijo,halifa salimu nyasuka,1,2089,3665,,2089,,,,,,,,,,,,,,,
wilaya ya kondoa,kondoa kusini,mrijo,msakati hamisi huseni,1,1704,3683,,,,,1704,,,,,,,,,,,,
wilaya ya kondoa,kondoa kusini,msaada,abas ally mkuyu,1,759,3657,,,,,759,,,,,,,,,,,,
wilaya ya kondoa,kondoa kusini,msaada,ally swalehe msury,1,802,3660,,802,,,,,,,,,,,,,,,
wilaya ya kondoa,kondoa kusini,ovada,julius ally senge,1,359,3674,,,,,359,,,,,,,,,,,,
wilaya ya kondoa,kondoa kusini,ovada,majengo pius kawa,1,1920,3678,,1920,,,,,,,,,,,,,,,
wilaya ya kondoa,kondoa kusini,paranga,chuka ibrahimu rashidi,1,1104,3663,,,,,1104,,,,,,,,,,,,
wilaya ya kondoa,kondoa kusini,paranga,hamisi mohamedi ninga,1,1635,3667,,1635,,,,,,,,,,,,,,,
wilaya ya kondoa,kondoa kusini,sanzawa,hamisi hussen hassani,1,337,3666,,,,,337,,,,,,,,,,,,
wilaya ya kondoa,kondoa kusini,sanzawa,joseph ludovic lebba,1,1752,3673,,1752,,,,,,,,,,,,,,,
wilaya ya kondoa,kondoa kusini,songolo,halifa ally faraji,1,1257,3664,,1257,,,,,,,,,,,,,,,
wilaya ya kondoa,kondoa kusini,songolo,shabani mohamedi nkumbi,1,452,3691,,,,,452,,,,,,,,,,,,
wilaya ya kongwa,kibakwe,ipera,chelasa dangumuhesa katimali,1,1373,3698,,1373,,,,,,,,,,,,,,,
wilaya ya kongwa,kibakwe,ipera,kilimila mahamudu juma,1,742,3702,,,742,,,,,,,,,,,,,,
wilaya ya kongwa,kibakwe,kibakwe,machachu gerald kigelulye,1,249,3704,,,,,,,,249,,,,,,,,,
wilaya ya kongwa,kibakwe,kibakwe,mlowezi gaspary antony,1,838,3707,,,838,,,,,,,,,,,,,,
wilaya ya kongwa,kibakwe,kibakwe,tibu mkunda isidory,1,2041,3713,,2041,,,,,,,,,,,,,,,
wilaya ya kongwa,kibakwe,kingiti,chizenga mamboleo richard,1,934,3699,,934,,,,,,,,,,,,,,,
wilaya ya kongwa,kibakwe,kingiti,felix mwatenga kayaula,1,9,3700,,,,,,,,9,,,,,,,,,
wilaya ya kongwa,kibakwe,kingiti,kipepe daudi chakulanga,1,650,3703,,,650,,,,,,,,,,,,,,
wilaya ya kongwa,kibakwe,luhundwa,maluli japani clemence,1,805,3706,,,805,,,,,,,,,,,,,,
wilaya ya kongwa,kibakwe,luhundwa,richard enrei maponda,1,1737,3711,,1737,,,,,,,,,,,,,,,
wilaya ya kongwa,kibakwe,massa,maiko kamwaya masamila,1,299,3705,,,299,,,,,,,,,,,,,,
wilaya ya kongwa,kibakwe,massa,nghwenzi sasine donati,1,1820,3709,,1820,,,,,,,,,,,,,,,
wilaya ya kongwa,kibakwe,mtera,amoni mosesi kodi,1,1177,3696,,1177,,,,,,,,,,,,,,,
wilaya ya kongwa,kibakwe,mtera,ulimboka daud kazimoto,1,647,3714,,,647,,,,,,,,,,,,,,
wilaya ya kongwa,kibakwe,pwaga,chawala benard visent,1,2089,3697,,2089,,,,,,,,,,,,,,,
wilaya ya kongwa,kibakwe,pwaga,sijila cosmas paulo,1,250,3712,,,250,,,,,,,,,,,,,,
wilaya ya kongwa,kibakwe,rudi,homange jonas joshua,1,218,3701,,,218,,,,,,,,,,,,,,
wilaya ya kongwa,kibakwe,rudi,nyaulingo bulamlete alexander,1,2109,3710,,2109,,,,,,,,,,,,,,,
wilaya ya kongwa,kibakwe,wotta,myovela francis mwakamkali,1,1969,3708,,1969,,,,,,,,,,,,,,,
wilaya ya kongwa,kibakwe,wotta,walazi mathayo damiani,1,327,3715,,,327,,,,,,,,,,,,,,
wilaya ya kongwa,kongwa,chamkoroma,malogo ramadhani abinel,1,369,3730,,,369,,,,,,,,,,,,,,
wilaya ya kongwa,kongwa,chamkoroma,shitindi william stanley,1,2705,3744,,2705,,,,,,,,,,,,,,,
wilaya ya kongwa,kongwa,chitego,joseph dickisoni ng'hangala,1,75,3724,,,,,75,,,,,,,,,,,,
wilaya ya kongwa,kongwa,chitego,mathias japhet mtwale,1,1215,3731,,1215,,,,,,,,,,,,,,,
wilaya ya kongwa,kongwa,chiwe,mlimaoga dastani chinyali,1,3235,3733,,3235,,,,,,,,,,,,,,,
wilaya ya kongwa,kongwa,chiwe,saimon joseph chityaunge,1,196,3740,,,,,196,,,,,,,,,,,,
wilaya ya kongwa,kongwa,iduo,asheri isaya masenha,1,41,3716,,,,,41,,,,,,,,,,,,
wilaya ya kongwa,kongwa,iduo,elieza joseph mwaluko,1,618,3722,,,618,,,,,,,,,,,,,,
wilaya ya kongwa,kongwa,iduo,maiko mtembezi meda,1,1278,3729,,1278,,,,,,,,,,,,,,,
wilaya ya kongwa,kongwa,kibaigwa,kapinye richard andrea,1,2626,3726,,2626,,,,,,,,,,,,,,,
wilaya ya kongwa,kongwa,kibaigwa,muya hambile muya,1,928,3735,,,928,,,,,,,,,,,,,,
wilaya ya kongwa,kongwa,kongwa,chibiliti juma chiuyo,1,459,3719,,,459,,,,,,,,,,,,,,
wilaya ya kongwa,kongwa,kongwa,mayeu jeradi mbenela,1,23,3732,,,,,23,,,,,,,,,,,,
wilaya ya kongwa,kongwa,kongwa,white zuberi mwanzalila,1,2354,3746,,2354,,,,,,,,,,,,,,,
wilaya ya kongwa,kongwa,lenjulu,chisongela godson brown,1,286,3720,,,286,,,,,,,,,,,,,,
wilaya ya kongwa,kongwa,lenjulu,sembuli chilongola sangala,1,1813,3742,,1813,,,,,,,,,,,,,,,
wilaya ya kongwa,kongwa,mtanana,bwabwiyo nyombe mbahuka,1,249,3718,,,249,,,,,,,,,,,,,,
wilaya ya kongwa,kongwa,mtanana,musa joel shedrack,1,2415,3734,,2415,,,,,,,,,,,,,,,
wilaya ya kongwa,kongwa,ngomai,mwakang'ata michael nyanje,1,430,3736,,,430,,,,,,,,,,,,,,
wilaya ya kongwa,kongwa,ngomai,njalika vitus richard,1,1454,3739,,1454,,,,,,,,,,,,,,,
wilaya ya kongwa,kongwa,njoge,christopher mathei mwenda,1,735,3721,,,735,,,,,,,,,,,,,,
wilaya ya kongwa,kongwa,njoge,ndaiga masinga ndaiga,1,1097,3737,,1097,,,,,,,,,,,,,,,
wilaya ya kongwa,kongwa,pandambili,ngulele chisungule dickson,1,890,3738,,890,,,,,,,,,,,,,,,
wilaya ya kongwa,kongwa,pandambili,tabu kusalula mwanamlewa,1,886,3745,,,886,,,,,,,,,,,,,,
wilaya ya kongwa,kongwa,sagara,godfrey william mabonde,1,115,3723,,,115,,,,,,,,,,,,,,
wilaya ya kongwa,kongwa,sagara,sangala joseph andason,1,3496,3741,,3496,,,,,,,,,,,,,,,
wilaya ya kongwa,kongwa,sagara,senyagwa eliabi zachariah,1,84,3743,,,,,,,,,,,,,,84,,,
wilaya ya kongwa,kongwa,ugogoni,joseph mbenanga mololo,1,774,3725,,,774,,,,,,,,,,,,,,
wilaya ya kongwa,kongwa,ugogoni,kuta elisha stephano,1,2708,3728,,2708,,,,,,,,,,,,,,,
wilaya ya kongwa,kongwa,zoissa,bahati mballai sakalliche,1,269,3717,,,269,,,,,,,,,,,,,,
wilaya ya kongwa,kongwa,zoissa,kidundo abdallah ramadhani,1,952,3727,,952,,,,,,,,,,,,,,,
wilaya ya kongwa,mpwapwa,berege,chihongwe chibagalla chihongwe,1,228,3748,,,,,228,,,,,,,,,,,,
wilaya ya kongwa,mpwapwa,berege,damasi ndalamai mang'unda,1,1068,3749,,1068,,,,,,,,,,,,,,,
wilaya ya kongwa,mpwapwa,chitemo,mapogo yaramu isack,1,1183,3755,,1183,,,,,,,,,,,,,,,
wilaya ya kongwa,mpwapwa,chitemo,mlewa yohana erasto,1,248,3757,,,,,248,,,,,,,,,,,,
wilaya ya kongwa,mpwapwa,chunyu,edward wami kusenha,1,291,3750,,,291,,,,,,,,,,,,,,
wilaya ya kongwa,mpwapwa,chunyu,kongawadodo nehemiah lonel,1,1071,3753,,1071,,,,,,,,,,,,,,,
wilaya ya kongwa,mpwapwa,chunyu,mtakama joseph mtalisi,1,211,3758,,,,,,,,,,,,,,211,,,
wilaya ya kongwa,mpwapwa,godegode,kinyaka omary kinyaka,1,1301,3752,,1301,,,,,,,,,,,,,,,
wilaya ya kongwa,mpwapwa,godegode,primo emanueli masinga,1,288,3760,,,288,,,,,,,,,,,,,,
wilaya ya kongwa,mpwapwa,lupeta,azaria yaredi luhunga,1,1378,3747,,1378,,,,,,,,,,,,,,,
wilaya ya kongwa,mpwapwa,lupeta,issaya leonard godfrey,1,441,3751,,,441,,,,,,,,,,,,,,
wilaya ya kongwa,mpwapwa,ngambi,mdajile njole wiliamu,1,1075,3756,,1075,,,,,,,,,,,,,,,
wilaya ya kongwa,mpwapwa,ngambi,silvano mwaluko mganga,1,599,3761,,,599,,,,,,,,,,,,,,
wilaya ya kongwa,mpwapwa,vinghawe,mahuwi dickson legazo,1,2004,3754,,2004,,,,,,,,,,,,,,,
wilaya ya kongwa,mpwapwa,vinghawe,nicomed wilson makamba,1,287,3759,,,287,,,,,,,,,,,,,,
wilaya ya korogwe,korogwe vijijini,bungu,mwanyange mohamed omari,1,2372,3788,,2372,,,,,,,,,,,,,,,
wilaya ya korogwe,korogwe vijijini,bungu,ngoda raphael rashidi,1,298,3789,,,298,,,,,,,,,,,,,,
wilaya ya korogwe,korogwe vijijini,bungu,shemboza yusufu kimea,1,221,3796,,,,,221,,,,,,,,,,,,
wilaya ya korogwe,korogwe vijijini,chekelei,ayubu mwinjuma fumbili,1,1202,3765,,1202,,,,,,,,,,,,,,,
wilaya ya korogwe,korogwe vijijini,chekelei,hatibu saidi athumani,1,267,3773,,,,,267,,,,,,,,,,,,
wilaya ya korogwe,korogwe vijijini,kizara,mdoe abdalah hassani,1,1436,3782,,1436,,,,,,,,,,,,,,,
wilaya ya korogwe,korogwe vijijini,kizara,omari saidi sembaruku,1,634,3791,,,,,634,,,,,,,,,,,,
wilaya ya korogwe,korogwe vijijini,kwagunda,hamisi joseph nyosole,1,1436,3771,,1436,,,,,,,,,,,,,,,
wilaya ya korogwe,korogwe vijijini,kwagunda,sempoli salim kimweli,1,428,3793,,,,,,,,,,,,,,428,,,
wilaya ya korogwe,korogwe vijijini,kwagunda,victoria godfrei kiumbi,1,136,3797,,,136,,,,,,,,,,,,,,
wilaya ya korogwe,korogwe vijijini,kwashemshi,athumani ramadhani boha,1,421,3763,,,,,421,,,,,,,,,,,,
wilaya ya korogwe,korogwe vijijini,kwashemshi,goodluck ernesti kingazi,1,273,3768,,,273,,,,,,,,,,,,,,
wilaya ya korogwe,korogwe vijijini,kwashemshi,rasuli salimu semahombwe,1,1570,3792,,1570,,,,,,,,,,,,,,,
wilaya ya korogwe,korogwe vijijini,lutindi,jaffari ali ngude,1,803,3776,,,803,,,,,,,,,,,,,,
wilaya ya korogwe,korogwe vijijini,lutindi,joho paul kalata,1,1659,3777,,1659,,,,,,,,,,,,,,,
wilaya ya korogwe,korogwe vijijini,magamba kwa lukonge,logani luka kerika,1,914,3780,,914,,,,,,,,,,,,,,,
wilaya ya korogwe,korogwe vijijini,magamba kwa lukonge,msafiri joseph mdende,1,411,3786,,,,,411,,,,,,,,,,,,
wilaya ya korogwe,korogwe vijijini,magoma,amiri juma salimu,1,488,3762,,,,,488,,,,,,,,,,,,
wilaya ya korogwe,korogwe vijijini,magoma,hadija ramadhani mshahara,1,1924,3769,,1924,,,,,,,,,,,,,,,
wilaya ya korogwe,korogwe vijijini,makuyuni,kiboko abdala salehe,1,952,3779,,,,,952,,,,,,,,,,,,
wilaya ya korogwe,korogwe vijijini,makuyuni,shedafa ibrahimu selemani,1,1922,3795,,1922,,,,,,,,,,,,,,,
wilaya ya korogwe,korogwe vijijini,mazinde,mangare ramadhani abdallah,1,2973,3781,,2973,,,,,,,,,,,,,,,
wilaya ya korogwe,korogwe vijijini,mazinde,shabani shemtawa mwasala,1,621,3794,,,621,,,,,,,,,,,,,,
wilaya ya korogwe,korogwe vijijini,mnyuzi,joseph mgeni upangwa,1,812,3778,,,,,,,,,,,,,,812,,,
wilaya ya korogwe,korogwe vijijini,mnyuzi,mrenje mustapha salim,1,348,3785,,,348,,,,,,,,,,,,,,
wilaya ya korogwe,korogwe vijijini,mnyuzi,muhidini rajabu mnkande,1,2564,3787,,2564,,,,,,,,,,,,,,,
wilaya ya korogwe,korogwe vijijini,mombo,halima juma musa,1,2445,3770,,2445,,,,,,,,,,,,,,,
wilaya ya korogwe,korogwe vijijini,mombo,jabu salimu mohamed,1,856,3775,,,,,856,,,,,,,,,,,,
wilaya ya korogwe,korogwe vijijini,mombo,mgaya daudi mbura,1,346,3783,,,346,,,,,,,,,,,,,,
wilaya ya korogwe,korogwe vijijini,mpale,hamza juma shekifu,1,307,3772,,,,,307,,,,,,,,,,,,
wilaya ya korogwe,korogwe vijijini,mpale,ngoda salimu ally,1,1321,3790,,1321,,,,,,,,,,,,,,,
wilaya ya korogwe,korogwe vijijini,mswaha,aweso omari kipaku,1,1767,3764,,1767,,,,,,,,,,,,,,,
wilaya ya korogwe,korogwe vijijini,mswaha,jabiri suffiani kababayee,1,173,3774,,,173,,,,,,,,,,,,,,
wilaya ya korogwe,korogwe vijijini,mswaha,yasini daimu chibwana,1,343,3798,,,,,343,,,,,,,,,,,,
wilaya ya korogwe,korogwe vijijini,vugiri,gahu frederick leonard,1,2150,3766,,2150,,,,,,,,,,,,,,,
wilaya ya korogwe,korogwe vijijini,vugiri,george petro kilundi,1,312,3767,,,312,,,,,,,,,,,,,,
wilaya ya korogwe,korogwe vijijini,vugiri,mlangwa stuart ernest,1,58,3784,,,,,58,,,,,,,,,,,,
wilaya ya kwimba,kwimba,bupamwa,cheyo sephania tendegesa,1,1369,3802,,1369,,,,,,,,,,,,,,,
wilaya ya kwimba,kwimba,bupamwa,doyi mkana mandago,1,478,3804,,,,,478,,,,,,,,,,,,
wilaya ya kwimba,kwimba,bupamwa,ndomelle benson masolwa,1,673,3830,,,673,,,,,,,,,,,,,,
wilaya ya kwimba,kwimba,fukalo,godogodo arbogast masami,1,919,3808,,919,,,,,,,,,,,,,,,
wilaya ya kwimba,kwimba,fukalo,makaji richard lutema,1,1172,3819,,,1172,,,,,,,,,,,,,,
wilaya ya kwimba,kwimba,hungumalwa,jibasa nicholaus mabula,1,1101,3809,,,1101,,,,,,,,,,,,,,
wilaya ya kwimba,kwimba,hungumalwa,malando shija samson,1,1467,3821,,1467,,,,,,,,,,,,,,,
wilaya ya kwimba,kwimba,igongwa,elias madaha noninhale,1,1076,3806,,1076,,,,,,,,,,,,,,,
wilaya ya kwimba,kwimba,igongwa,jumbe kwiyukwa kanzaga,1,436,3810,,,436,,,,,,,,,,,,,,
wilaya ya kwimba,kwimba,kikubiji,mahangija sospeter masule,1,1484,3818,,1484,,,,,,,,,,,,,,,
wilaya ya kwimba,kwimba,kikubiji,masele sangi ng'hinda,1,74,3824,,,,,,,,,,,,,,,74,,
wilaya ya kwimba,kwimba,kikubiji,ndohele paul zanzibar,1,419,3829,,,419,,,,,,,,,,,,,,
wilaya ya kwimba,kwimba,mhande,alloyce ndege pambe,1,134,3799,,,,,,,,,,,,,,,134,,
wilaya ya kwimba,kwimba,mhande,kabuta lukala kabuta,1,350,3811,,,350,,,,,,,,,,,,,,
wilaya ya kwimba,kwimba,mhande,thabu maganga mlyakati,1,1693,3832,,1693,,,,,,,,,,,,,,,
wilaya ya kwimba,kwimba,mwakilyambiti,budila silyvesta luduka,1,1191,3801,,1191,,,,,,,,,,,,,,,
wilaya ya kwimba,kwimba,mwakilyambiti,kwiyukwa renatus leonard,1,666,3813,,,666,,,,,,,,,,,,,,
wilaya ya kwimba,kwimba,mwamala,kadogosa emmanuel ntambi,1,487,3812,,,,,487,,,,,,,,,,,,
wilaya ya kwimba,kwimba,mwamala,lutema simon shija,1,889,3816,,889,,,,,,,,,,,,,,,
wilaya ya kwimba,kwimba,mwamala,mabula abel mohamed,1,214,3817,,,214,,,,,,,,,,,,,,
wilaya ya kwimba,kwimba,mwang'halanga,lukas kumalija nyanda,1,693,3815,,,693,,,,,,,,,,,,,,
wilaya ya kwimba,kwimba,mwang'halanga,malimi makuliga nginila,1,820,3822,,820,,,,,,,,,,,,,,,
wilaya ya kwimba,kwimba,mwankulwe,malando sanduli dilla,1,772,3820,,772,,,,,,,,,,,,,,,
wilaya ya kwimba,kwimba,mwankulwe,mashala ernest shimbi,1,660,3825,,,660,,,,,,,,,,,,,,
wilaya ya kwimba,kwimba,ng'hundi,beatus dismas mchembe,1,705,3800,,,,,705,,,,,,,,,,,,
wilaya ya kwimba,kwimba,ng'hundi,deogratias manga mihayo,1,404,3803,,404,,,,,,,,,,,,,,,
wilaya ya kwimba,kwimba,ng'hundi,fransis nkiya daudi,1,246,3807,,,246,,,,,,,,,,,,,,
wilaya ya kwimba,kwimba,ngudu,ligwa samwel ndalahwa,1,1180,3814,,,,,1180,,,,,,,,,,,,
wilaya ya kwimba,kwimba,ngudu,masalu katenya nzumbi,1,57,3823,,,,,,,,,,,,,,57,,,
wilaya ya kwimba,kwimba,ngudu,mohamed yassin osman,1,2474,3827,,2474,,,,,,,,,,,,,,,
wilaya ya kwimba,kwimba,ngudu,yusuf paschal feleshi,1,816,3833,,,816,,,,,,,,,,,,,,
wilaya ya kwimba,kwimba,nyamilama,mcha martine massanja,1,735,3826,,735,,,,,,,,,,,,,,,
wilaya ya kwimba,kwimba,nyamilama,mulyutu osmund bonifasi,1,405,3828,,,405,,,,,,,,,,,,,,
