ward_id_15,region_15,district_15,ward_15,region_10,district_10,ward_10,parent_overlap_pct,ward_id_10
1492,manyara,wilaya ya kiteto,dosidosi,,,,,
1493,manyara,wilaya ya kiteto,engusero,,,,,
1494,manyara,wilaya ya kiteto,kaloleni,,,,,
1495,manyara,wilaya ya kiteto,kibaya,,,,,
1496,manyara,wilaya ya kiteto,kijungu,,,,,
1497,manyara,wilaya ya kiteto,laiser,,,,,
1498,manyara,wilaya ya kiteto,lengatei,,,,,
1499,manyara,wilaya ya kiteto,loolera,,,,,
1500,manyara,wilaya ya kiteto,magungu,,,,,
1501,manyara,wilaya ya kiteto,makame,,,,,
1502,manyara,wilaya ya kiteto,matui,,,,,
1503,manyara,wilaya ya kiteto,namelock,,,,,
1504,manyara,wilaya ya kiteto,ndedo,,,,,
1505,manyara,wilaya ya kiteto,ndiringish,,,,,
1506,manyara,wilaya ya kiteto,njoro,,,,,
1507,manyara,wilaya ya kiteto,olboloti,,,,,
1508,manyara,wilaya ya kiteto,partimbo,,,,,
1509,manyara,wilaya ya kiteto,songambele,,,,,
1510,manyara,wilaya ya kiteto,sunya,,,,,
1511,manyara,wilaya ya mbulu,bashay,,,,,
1512,manyara,wilaya ya mbulu,dinamu,,,,,
1513,manyara,wilaya ya mbulu,dongobesh,,,,,
1514,manyara,wilaya ya mbulu,endahagichan,,,,,
1515,manyara,wilaya ya mbulu,endamilay,,,,,
1516,manyara,wilaya ya mbulu,eshkesh,,,,,
1517,manyara,wilaya ya mbulu,getarer,,,,,
1518,manyara,wilaya ya mbulu,gidhim,,,,,
1519,manyara,wilaya ya mbulu,hayderer,,,,,
1520,manyara,wilaya ya mbulu,haydom,,,,,
1521,manyara,wilaya ya mbulu,labay,,,,,
1522,manyara,wilaya ya mbulu,maghang,,,,,
1523,manyara,wilaya ya mbulu,maretadu,,,,,
1524,manyara,wilaya ya mbulu,masieda,,,,,
1525,manyara,wilaya ya mbulu,masqaroda,,,,,
1526,manyara,wilaya ya mbulu,tumati,,,,,
1527,manyara,wilaya ya mbulu,yaeda chini,,,,,
1528,manyara,wilaya ya mbulu,yaedaampa,,,,,
1529,manyara,wilaya ya simanjiro,emboreet,,,,,
1530,manyara,wilaya ya simanjiro,endiamtu,,,,,
1531,manyara,wilaya ya simanjiro,endonyoengijape,,,,,
1532,manyara,wilaya ya simanjiro,kitwai,,,,,
1533,manyara,wilaya ya simanjiro,komolo,,,,,
1534,manyara,wilaya ya simanjiro,langai,,,,,
1535,manyara,wilaya ya simanjiro,loiborsiret,,,,,
1536,manyara,wilaya ya simanjiro,loiborsoit,,,,,
1537,manyara,wilaya ya simanjiro,mirerani,,,,,
1538,manyara,wilaya ya simanjiro,msitu wa tembo,,,,,
1539,manyara,wilaya ya simanjiro,naberera,,,,,
1540,manyara,wilaya ya simanjiro,naisinyai,,,,,
1541,manyara,wilaya ya simanjiro,ngorika,,,,,
1542,manyara,wilaya ya simanjiro,oljoro na 5,,,,,
1543,manyara,wilaya ya simanjiro,orkesumet,,,,,
1544,manyara,wilaya ya simanjiro,ruvu remit,,,,,
1545,manyara,wilaya ya simanjiro,shambarai,,,,,
1546,manyara,wilaya ya simanjiro,terrat,,,,,
1547,mara,manispaa ya musoma,buhare,,,,,
1548,mara,manispaa ya musoma,bweri,,,,,
1549,mara,manispaa ya musoma,iringo,,,,,
1550,mara,manispaa ya musoma,kamunyonge,,,,,
1551,mara,manispaa ya musoma,kigera,,,,,
1552,mara,manispaa ya musoma,kitaji,,,,,
1553,mara,manispaa ya musoma,kwangwa,,,,,
1554,mara,manispaa ya musoma,makoko,,,,,
1555,mara,manispaa ya musoma,mshikamano,,,,,
1556,mara,manispaa ya musoma,mukendo,,,,,
1557,mara,manispaa ya musoma,mwigobero,,,,,
1558,mara,manispaa ya musoma,mwisenge,,,,,
1559,mara,manispaa ya musoma,nyakato,,,,,
1560,mara,manispaa ya musoma,nyamatare,,,,,
1561,mara,manispaa ya musoma,nyasho,,,,,
1562,mara,manispaa ya musoma,rwamlimi,,,,,
1563,mara,mji wa bunda,balili,,,,,
1564,mara,mji wa bunda,bunda,,,,,
1565,mara,mji wa bunda,bunda stoo,,,,,
1566,mara,mji wa bunda,guta,,,,,
1567,mara,mji wa bunda,kabarimu,,,,,
1568,mara,mji wa bunda,kabasa,,,,,
1569,mara,mji wa bunda,kunzugu,,,,,
1570,mara,mji wa bunda,manyamanyama,,,,,
1571,mara,mji wa bunda,mcharo,,,,,
1572,mara,mji wa bunda,nyamakokoto,,,,,
1573,mara,mji wa bunda,nyasura,,,,,
1574,mara,mji wa bunda,nyatwali,,,,,
1575,mara,mji wa bunda,sazira,,,,,
1576,mara,mji wa bunda,wariku,,,,,
1577,mara,mji wa tarime,bomani,,,,,
1578,mara,mji wa tarime,kenyamanyori,,,,,
1579,mara,mji wa tarime,ketare,,,,,
1580,mara,mji wa tarime,nkende,,,,,
1581,mara,mji wa tarime,nyamisangura,,,,,
1582,mara,mji wa tarime,nyandoto,,,,,
1583,mara,mji wa tarime,sabasaba,,,,,
1584,mara,mji wa tarime,turwa,,,,,
1585,mara,wilaya ya bunda,butimba,,,,,
1586,mara,wilaya ya bunda,chitengule,,,,,
1587,mara,wilaya ya bunda,hunyari,,,,,
1588,mara,wilaya ya bunda,igundu,,,,,
1589,mara,wilaya ya bunda,iramba,,,,,
1590,mara,wilaya ya bunda,kasuguti,,,,,
1591,mara,wilaya ya bunda,ketare,,,,,
1592,mara,wilaya ya bunda,kibara,,,,,
1593,mara,wilaya ya bunda,kisorya,,,,,
1594,mara,wilaya ya bunda,mihingo,,,,,
1595,mara,wilaya ya bunda,mugeta,,,,,
1596,mara,wilaya ya bunda,namhula,,,,,
1597,mara,wilaya ya bunda,nampindi,,,,,
1598,mara,wilaya ya bunda,nansimo,,,,,
1599,mara,wilaya ya bunda,neruma,,,,,
1600,mara,wilaya ya bunda,nyamanguta,,,,,
1601,mara,wilaya ya bunda,nyamiholo,,,,,
1602,mara,wilaya ya bunda,nyamuswa,,,,,
1603,mara,wilaya ya bunda,salama,,,,,
1604,mara,wilaya ya butiama,bisumwa,,,,,
1605,mara,wilaya ya butiama,buhemba,,,,,
1606,mara,wilaya ya butiama,bukabwa,,,,,
1607,mara,wilaya ya butiama,buruma,,,,,
1608,mara,wilaya ya butiama,busegwe,,,,,
1609,mara,wilaya ya butiama,buswahili,,,,,
1610,mara,wilaya ya butiama,butiama,,,,,
1611,mara,wilaya ya butiama,butuguri,,,,,
1612,mara,wilaya ya butiama,bwiregi,,,,,
1613,mara,wilaya ya butiama,kamugegi,,,,,
1614,mara,wilaya ya butiama,kukirango,,,,,
1615,mara,wilaya ya butiama,kyanyari,,,,,
1616,mara,wilaya ya butiama,masaba,,,,,
1617,mara,wilaya ya butiama,mirwa,,,,,
1618,mara,wilaya ya butiama,muriaza,,,,,
1619,mara,wilaya ya butiama,nyamimange,,,,,
1620,mara,wilaya ya butiama,nyankanga,,,,,
1621,mara,wilaya ya butiama,sirorisimba,,,,,
1622,mara,wilaya ya musoma,bugoji,,,,,
1623,mara,wilaya ya musoma,bugwema,,,,,
1624,mara,wilaya ya musoma,bukima,,,,,
1625,mara,wilaya ya musoma,bukumi,,,,,
1626,mara,wilaya ya musoma,bulinga,,,,,
1627,mara,wilaya ya musoma,busambara,,,,,
1628,mara,wilaya ya musoma,bwasi,,,,,
1629,mara,wilaya ya musoma,etaro,,,,,
1630,mara,wilaya ya musoma,ifulifu,,,,,
1631,mara,wilaya ya musoma,kiriba,,,,,
1632,mara,wilaya ya musoma,makojo,,,,,
1633,mara,wilaya ya musoma,msanja,,,,,
1634,mara,wilaya ya musoma,mugango,,,,,
1635,mara,wilaya ya musoma,murangi,,,,,
1636,mara,wilaya ya musoma,nyakatende,,,,,
1637,mara,wilaya ya musoma,nyambono,,,,,
1638,mara,wilaya ya musoma,nyamrandirira,,,,,
1639,mara,wilaya ya musoma,nyegina,,,,,
1640,mara,wilaya ya musoma,rusoli,,,,,
1641,mara,wilaya ya musoma,suguti,,,,,
1642,mara,wilaya ya musoma,tegeruka,,,,,
1643,mara,wilaya ya rorya,baraki,,,,,
1644,mara,wilaya ya rorya,bukura,,,,,
1645,mara,wilaya ya rorya,bukwe,,,,,
1646,mara,wilaya ya rorya,goribe,,,,,
1647,mara,wilaya ya rorya,ikoma,,,,,
1648,mara,wilaya ya rorya,kigunga,,,,,
1649,mara,wilaya ya rorya,kinyenche,,,,,
1650,mara,wilaya ya rorya,kirogo,,,,,
1651,mara,wilaya ya rorya,kisumwa,,,,,
1652,mara,wilaya ya rorya,kitembe,,,,,
1653,mara,wilaya ya rorya,komuge,,,,,
1654,mara,wilaya ya rorya,koryo,,,,,
1656,mara,wilaya ya rorya,kyangasaga,,,,,
1655,mara,wilaya ya rorya,kyangombe,,,,,
1657,mara,wilaya ya rorya,mirare,,,,,
1658,mara,wilaya ya rorya,mkoma,,,,,
1659,mara,wilaya ya rorya,nyaburongo,,,,,
1660,mara,wilaya ya rorya,nyahongo,,,,,
1661,mara,wilaya ya rorya,nyamagaro,,,,,
1662,mara,wilaya ya rorya,nyamtinga,,,,,
1663,mara,wilaya ya rorya,nyamunga,,,,,
1664,mara,wilaya ya rorya,nyathorogo,,,,,
1665,mara,wilaya ya rorya,rabour,,,,,
1666,mara,wilaya ya rorya,raranya,,,,,
1667,mara,wilaya ya rorya,roche,,,,,
1668,mara,wilaya ya rorya,tai,,,,,
1669,mara,wilaya ya serengeti,busawe,,,,,
1670,mara,wilaya ya serengeti,geitasamo,,,,,
1671,mara,wilaya ya serengeti,ikoma,,,,,
1672,mara,wilaya ya serengeti,issenye,,,,,
1673,mara,wilaya ya serengeti,kebanchabancha,,,,,
1674,mara,wilaya ya serengeti,kenyamonta,,,,,
1675,mara,wilaya ya serengeti,kisaka,,,,,
1676,mara,wilaya ya serengeti,kisangura,,,,,
1677,mara,wilaya ya serengeti,kyambahi,,,,,
1678,mara,wilaya ya serengeti,machochwe,,,,,
1679,mara,wilaya ya serengeti,magange,,,,,
1680,mara,wilaya ya serengeti,majimoto,,,,,
1681,mara,wilaya ya serengeti,manchira,,,,,
1682,mara,wilaya ya serengeti,matare,,,,,
1683,mara,wilaya ya serengeti,mbalibali,,,,,
1684,mara,wilaya ya serengeti,morotonga,,,,,
1685,mara,wilaya ya serengeti,mosongo,,,,,
1686,mara,wilaya ya serengeti,mugumu,,,,,
1687,mara,wilaya ya serengeti,nagusi,,,,,
1688,mara,wilaya ya serengeti,natta,,,,,
1689,mara,wilaya ya serengeti,nyamatare,,,,,
1690,mara,wilaya ya serengeti,nyambureti,,,,,
1691,mara,wilaya ya serengeti,nyamoko,,,,,
1692,mara,wilaya ya serengeti,nyansurura,,,,,
1693,mara,wilaya ya serengeti,rigicha,,,,,
1694,mara,wilaya ya serengeti,ringwani,,,,,
1695,mara,wilaya ya serengeti,rungabure,,,,,
1696,mara,wilaya ya serengeti,sedeko,,,,,
1697,mara,wilaya ya serengeti,stendi kuu,,,,,
1698,mara,wilaya ya serengeti,uwanja wa ndege,,,,,
1699,mara,wilaya ya tarime,binagi,,,,,
1700,mara,wilaya ya tarime,bumera,,,,,
1701,mara,wilaya ya tarime,ganyange,,,,,
1702,mara,wilaya ya tarime,gorong a,,,,,
1703,mara,wilaya ya tarime,gwitiryo,,,,,
1704,mara,wilaya ya tarime,itiryo,,,,,
1705,mara,wilaya ya tarime,kemambo,,,,,
1706,mara,wilaya ya tarime,kibasuka,,,,,
1707,mara,wilaya ya tarime,kiore,,,,,
1708,mara,wilaya ya tarime,komaswa,,,,,
1709,mara,wilaya ya tarime,kwihancha,,,,,
1710,mara,wilaya ya tarime,manga,,,,,
1711,mara,wilaya ya tarime,matongo,,,,,
1712,mara,wilaya ya tarime,mbogi,,,,,
1713,mara,wilaya ya tarime,muriba,,,,,
1714,mara,wilaya ya tarime,mwema,,,,,
1715,mara,wilaya ya tarime,nyakonga,,,,,
1716,mara,wilaya ya tarime,nyamwaga,,,,,
1717,mara,wilaya ya tarime,nyansincha,,,,,
1718,mara,wilaya ya tarime,nyanungu,,,,,
1719,mara,wilaya ya tarime,nyarero,,,,,
1720,mara,wilaya ya tarime,nyarukoba,,,,,
1721,mara,wilaya ya tarime,pemba,,,,,
1722,mara,wilaya ya tarime,regicheri,,,,,
1723,mara,wilaya ya tarime,sirari,,,,,
1724,mara,wilaya ya tarime,susuni,,,,,
1725,mbeya,jiji la mbeya,forest,,,,,
1726,mbeya,jiji la mbeya,ghana,,,,,
1727,mbeya,jiji la mbeya,iduda,,,,,
1728,mbeya,jiji la mbeya,iganjo,,,,,
1729,mbeya,jiji la mbeya,iganzo,,,,,
1730,mbeya,jiji la mbeya,igawilo,,,,,
1731,mbeya,jiji la mbeya,ilemi,,,,,
1732,mbeya,jiji la mbeya,ilomba,,,,,
1733,mbeya,jiji la mbeya,isanga,,,,,
1734,mbeya,jiji la mbeya,isyesye,,,,,
1735,mbeya,jiji la mbeya,itagano,,,,,
1736,mbeya,jiji la mbeya,itende,,,,,
1737,mbeya,jiji la mbeya,itezi,,,,,
1738,mbeya,jiji la mbeya,itiji,,,,,
1739,mbeya,jiji la mbeya,iwambi,,,,,
1740,mbeya,jiji la mbeya,iyela,,,,,
1741,mbeya,jiji la mbeya,iyunga,,,,,
1742,mbeya,jiji la mbeya,iziwa,,,,,
1743,mbeya,jiji la mbeya,kalobe,,,,,
1744,mbeya,jiji la mbeya,maanga,,,,,
1745,mbeya,jiji la mbeya,mabatini,,,,,
1746,mbeya,jiji la mbeya,maendeleo,,,,,
1747,mbeya,jiji la mbeya,majengo,,,,,
1748,mbeya,jiji la mbeya,mbalizi road,,,,,
1749,mbeya,jiji la mbeya,mwakibete,,,,,
1750,mbeya,jiji la mbeya,mwansanga,,,,,
1751,mbeya,jiji la mbeya,mwansekwa,,,,,
1752,mbeya,jiji la mbeya,nonde,,,,,
1753,mbeya,jiji la mbeya,nsalaga,,,,,
1754,mbeya,jiji la mbeya,nsoho,,,,,
1755,mbeya,jiji la mbeya,nzovwe,,,,,
1756,mbeya,jiji la mbeya,ruanda,,,,,
1757,mbeya,jiji la mbeya,sinde,,,,,
1758,mbeya,jiji la mbeya,sisimba,,,,,
1759,mbeya,jiji la mbeya,tembela,,,,,
1760,mbeya,jiji la mbeya,uyole,,,,,
1761,mbeya,mji wa tunduma,chapwa,,,,,
1762,mbeya,mji wa tunduma,chipaka,,,,,
1763,mbeya,mji wa tunduma,chiwezi,,,,,
1764,mbeya,mji wa tunduma,kaloleni,,,,,
1765,mbeya,mji wa tunduma,katete,,,,,
1766,mbeya,mji wa tunduma,majengo,,,,,
1767,mbeya,mji wa tunduma,makambini,,,,,
1768,mbeya,mji wa tunduma,maporomoko,,,,,
1769,mbeya,mji wa tunduma,mpande,,,,,
1770,mbeya,mji wa tunduma,mpemba,,,,,
1771,mbeya,mji wa tunduma,muungano,,,,,
1772,mbeya,mji wa tunduma,mwakakati,,,,,
1773,mbeya,mji wa tunduma,sogea,,,,,
1774,mbeya,mji wa tunduma,tunduma,,,,,
1775,mbeya,mji wa tunduma,uwanjani,,,,,
1776,mbeya,wilaya ya busokelo,isange,,,,,
1777,mbeya,wilaya ya busokelo,itete,,,,,
1778,mbeya,wilaya ya busokelo,kabula,,,,,
1779,mbeya,wilaya ya busokelo,kambasegela,,,,,
1780,mbeya,wilaya ya busokelo,kandete,,,,,
1781,mbeya,wilaya ya busokelo,kisegese,,,,,
1782,mbeya,wilaya ya busokelo,lufilyo,,,,,
1783,mbeya,wilaya ya busokelo,lupata,,,,,
1784,mbeya,wilaya ya busokelo,luteba,,,,,
1785,mbeya,wilaya ya busokelo,lwangwa,,,,,
1786,mbeya,wilaya ya busokelo,mpata,,,,,
1787,mbeya,wilaya ya busokelo,mpombo,,,,,
1788,mbeya,wilaya ya busokelo,ntaba,,,,,
1789,mbeya,wilaya ya chunya,bwawani,,,,,
1790,mbeya,wilaya ya chunya,chalangwa,,,,,
1791,mbeya,wilaya ya chunya,changombe,,,,,
1792,mbeya,wilaya ya chunya,chokaa,,,,,
1793,mbeya,wilaya ya chunya,galula,,,,,
1794,mbeya,wilaya ya chunya,gua,,,,,
1795,mbeya,wilaya ya chunya,ifumbo,,,,,
1796,mbeya,wilaya ya chunya,ifwenkenya,,,,,
1797,mbeya,wilaya ya chunya,itewe,,,,,
1798,mbeya,wilaya ya chunya,kambikatoto,,,,,
1799,mbeya,wilaya ya chunya,kanga,,,,,
1800,mbeya,wilaya ya chunya,kapalala,,,,,
1801,mbeya,wilaya ya chunya,kasanga,,,,,
1802,mbeya,wilaya ya chunya,lualaje,,,,,
1803,mbeya,wilaya ya chunya,lupa,,,,,
1804,mbeya,wilaya ya chunya,mafyeko,,,,,
1805,mbeya,wilaya ya chunya,magamba,,,,,
1806,mbeya,wilaya ya chunya,makongolosi,,,,,
1807,mbeya,wilaya ya chunya,mamba,,,,,
1808,mbeya,wilaya ya chunya,manda,,,,,
1809,mbeya,wilaya ya chunya,matundasi,,,,,
1810,mbeya,wilaya ya chunya,matwiga,,,,,
1811,mbeya,wilaya ya chunya,mbangala,,,,,
1812,mbeya,wilaya ya chunya,mbugani,,,,,
1813,mbeya,wilaya ya chunya,mbuyuni,,,,,
1814,mbeya,wilaya ya chunya,mkola,,,,,
1815,mbeya,wilaya ya chunya,mkwajuni,,,,,
1816,mbeya,wilaya ya chunya,mpona,,,,,
1817,mbeya,wilaya ya chunya,mtanila,,,,,
1818,mbeya,wilaya ya chunya,mwambani,,,,,
1819,mbeya,wilaya ya chunya,namkukwe,,,,,
1820,mbeya,wilaya ya chunya,ngwala,,,,,
1821,mbeya,wilaya ya chunya,nkungungu,,,,,
1822,mbeya,wilaya ya chunya,sangambi,,,,,
1823,mbeya,wilaya ya chunya,saza,,,,,
1824,mbeya,wilaya ya chunya,totowe,,,,,
1825,mbeya,wilaya ya chunya,udinde,,,,,
1826,mbeya,wilaya ya chunya,upendo,,,,,
1827,mbeya,wilaya ya ileje,bupigu,,,,,
1828,mbeya,wilaya ya ileje,chitete,,,,,
1829,mbeya,wilaya ya ileje,ibaba,,,,,
1830,mbeya,wilaya ya ileje,ikinga,,,,,
1831,mbeya,wilaya ya ileje,isongole,,,,,
1832,mbeya,wilaya ya ileje,itale,,,,,
1833,mbeya,wilaya ya ileje,itumba,,,,,
1834,mbeya,wilaya ya ileje,kafule,,,,,
1835,mbeya,wilaya ya ileje,kalembo,,,,,
1836,mbeya,wilaya ya ileje,lubanda,,,,,
1837,mbeya,wilaya ya ileje,luswisi,,,,,
1838,mbeya,wilaya ya ileje,malangali,,,,,
1839,mbeya,wilaya ya ileje,mbebe,,,,,
1840,mbeya,wilaya ya ileje,mlale,,,,,
1841,mbeya,wilaya ya ileje,ndola,,,,,
1842,mbeya,wilaya ya ileje,ngulilo,,,,,
1843,mbeya,wilaya ya ileje,ngulugulu,,,,,
1844,mbeya,wilaya ya ileje,sange,,,,,
1845,mbeya,wilaya ya kyela,bondeni,,,,,
1846,mbeya,wilaya ya kyela,bujonde,,,,,
1847,mbeya,wilaya ya kyela,busale,,,,,
1848,mbeya,wilaya ya kyela,ibanda,,,,,
1849,mbeya,wilaya ya kyela,ikama,,,,,
1850,mbeya,wilaya ya kyela,ikimba,,,,,
1851,mbeya,wilaya ya kyela,ikolo,,,,,
1852,mbeya,wilaya ya kyela,ipande,,,,,
1853,mbeya,wilaya ya kyela,ipinda,,,,,
1854,mbeya,wilaya ya kyela,ipyana,,,,,
1855,mbeya,wilaya ya kyela,itope,,,,,
1856,mbeya,wilaya ya kyela,itunge,,,,,
1857,mbeya,wilaya ya kyela,kajunjumele,,,,,
1858,mbeya,wilaya ya kyela,katumbasongwe,,,,,
1859,mbeya,wilaya ya kyela,kyela,,,,,
1860,mbeya,wilaya ya kyela,lusungo,,,,,
1861,mbeya,wilaya ya kyela,mababu,,,,,
1862,mbeya,wilaya ya kyela,makwale,,,,,
1863,mbeya,wilaya ya kyela,matema,,,,,
1864,mbeya,wilaya ya kyela,mbugani,,,,,
1865,mbeya,wilaya ya kyela,mikoroshoni,,,,,
1866,mbeya,wilaya ya kyela,muungano,,,,,
1867,mbeya,wilaya ya kyela,mwanganyanga,,,,,
1868,mbeya,wilaya ya kyela,mwaya,,,,,
1869,mbeya,wilaya ya kyela,ndandalo,,,,,
1870,mbeya,wilaya ya kyela,ndobo,,,,,
1871,mbeya,wilaya ya kyela,ngana,,,,,
1872,mbeya,wilaya ya kyela,ngonga,,,,,
1873,mbeya,wilaya ya kyela,njisi,,,,,
1874,mbeya,wilaya ya kyela,nkokwa,,,,,
1875,mbeya,wilaya ya kyela,nkuyu,,,,,
1876,mbeya,wilaya ya kyela,serengeti,,,,,
1877,mbeya,wilaya ya kyela,talatala,,,,,
1878,mbeya,wilaya ya mbarali,chimala,,,,,
1879,mbeya,wilaya ya mbarali,igava,,,,,
1880,mbeya,wilaya ya mbarali,igurusi,,,,,
1881,mbeya,wilaya ya mbarali,ihahi,,,,,
1882,mbeya,wilaya ya mbarali,imalilo songwe,,,,,
1883,mbeya,wilaya ya mbarali,ipwani,,,,,
1884,mbeya,wilaya ya mbarali,itamboleo,,,,,
1885,mbeya,wilaya ya mbarali,kongolo,,,,,
1886,mbeya,wilaya ya mbarali,lugelele,,,,,
1887,mbeya,wilaya ya mbarali,luhanga,,,,,
1888,mbeya,wilaya ya mbarali,madibira,,,,,
1889,mbeya,wilaya ya mbarali,mahongole,,,,,
1890,mbeya,wilaya ya mbarali,mapogoro,,,,,
1891,mbeya,wilaya ya mbarali,mawindi,,,,,
1892,mbeya,wilaya ya mbarali,miyombweni,,,,,
1893,mbeya,wilaya ya mbarali,mwatenga,,,,,
1894,mbeya,wilaya ya mbarali,ruiwa,,,,,
1895,mbeya,wilaya ya mbarali,rujewa,,,,,
1896,mbeya,wilaya ya mbarali,ubaruku,,,,,
1897,mbeya,wilaya ya mbarali,utenguleusangu,,,,,
1898,mbeya,wilaya ya mbeya,bonde la songwe,,,,,
1899,mbeya,wilaya ya mbeya,igale,,,,,
1900,mbeya,wilaya ya mbeya,igoma,,,,,
1901,mbeya,wilaya ya mbeya,ihango,,,,,
1902,mbeya,wilaya ya mbeya,ijombe,,,,,
1903,mbeya,wilaya ya mbeya,ikukwa,,,,,
1904,mbeya,wilaya ya mbeya,ilembo,,,,,
1905,mbeya,wilaya ya mbeya,ilungu,,,,,
1906,mbeya,wilaya ya mbeya,inyala,,,,,
1907,mbeya,wilaya ya mbeya,isuto,,,,,
1908,mbeya,wilaya ya mbeya,itawa,,,,,
1909,mbeya,wilaya ya mbeya,itewe,,,,,
1910,mbeya,wilaya ya mbeya,iwiji,,,,,
1911,mbeya,wilaya ya mbeya,iwindi,,,,,
1912,mbeya,wilaya ya mbeya,iyunga mapinduzi,,,,,
1913,mbeya,wilaya ya mbeya,izyira,,,,,
1914,mbeya,wilaya ya mbeya,lwanjiro,,,,,
1915,mbeya,wilaya ya mbeya,maendeleo,,,,,
1916,mbeya,wilaya ya mbeya,masoko,,,,,
1917,mbeya,wilaya ya mbeya,mjele,,,,,
1918,mbeya,wilaya ya mbeya,mshewe,,,,,
1919,mbeya,wilaya ya mbeya,nsalala,,,,,
1920,mbeya,wilaya ya mbeya,santilya,,,,,
1921,mbeya,wilaya ya mbeya,shizuvi,,,,,
1922,mbeya,wilaya ya mbeya,swaya,,,,,
1923,mbeya,wilaya ya mbeya,tembela,,,,,
1924,mbeya,wilaya ya mbeya,ulenje,,,,,
1925,mbeya,wilaya ya mbeya,utengule usongwe,,,,,
1926,mbeya,wilaya ya mbozi,bara,,,,,
1927,mbeya,wilaya ya mbozi,halungu,,,,,
1928,mbeya,wilaya ya mbozi,hasamba,,,,,
1929,mbeya,wilaya ya mbozi,hasanga,,,,,
1930,mbeya,wilaya ya mbozi,hezya,,,,,
1931,mbeya,wilaya ya mbozi,ichenjezya,,,,,
1932,mbeya,wilaya ya mbozi,idiwili,,,,,
1933,mbeya,wilaya ya mbozi,igamba,,,,,
1934,mbeya,wilaya ya mbozi,ihanda,,,,,
1935,mbeya,wilaya ya mbozi,ilolo,,,,,
1936,mbeya,wilaya ya mbozi,ipunga,,,,,
1937,mbeya,wilaya ya mbozi,isandula,,,,,
1938,mbeya,wilaya ya mbozi,isansa,,,,,
1939,mbeya,wilaya ya mbozi,itaka,,,,,
1940,mbeya,wilaya ya mbozi,itumpi,,,,,
1941,mbeya,wilaya ya mbozi,iyula,,,,,
1942,mbeya,wilaya ya mbozi,kilimampimbi,,,,,
1943,mbeya,wilaya ya mbozi,magamba,,,,,
1944,mbeya,wilaya ya mbozi,mlangali,,,,,
1945,mbeya,wilaya ya mbozi,mlowo,,,,,
1946,mbeya,wilaya ya mbozi,msia,,,,,
1947,mbeya,wilaya ya mbozi,myovizi,,,,,
1948,mbeya,wilaya ya mbozi,nambinzo,,,,,
1949,mbeya,wilaya ya mbozi,nanyala,,,,,
1950,mbeya,wilaya ya mbozi,nyimbili,,,,,
1951,mbeya,wilaya ya mbozi,ruanda,,,,,
1952,mbeya,wilaya ya mbozi,shiwinga,,,,,
1953,mbeya,wilaya ya mbozi,vwawa,,,,,
1954,mbeya,wilaya ya mbozi,wasa,,,,,
1955,mbeya,wilaya ya momba,chilulumo,,,,,
1956,mbeya,wilaya ya momba,chitete,,,,,
1957,mbeya,wilaya ya momba,ikana,,,,,
1958,mbeya,wilaya ya momba,ivuna,,,,,
1959,mbeya,wilaya ya momba,kamsamba,,,,,
1960,mbeya,wilaya ya momba,kapele,,,,,
1961,mbeya,wilaya ya momba,mkomba,,,,,
1962,mbeya,wilaya ya momba,mkulwe,,,,,
1963,mbeya,wilaya ya momba,mpapa,,,,,
1964,mbeya,wilaya ya momba,msangano,,,,,
1965,mbeya,wilaya ya momba,myunga,,,,,
1966,mbeya,wilaya ya momba,ndalambo,,,,,
1967,mbeya,wilaya ya momba,nkangamo,,,,,
1968,mbeya,wilaya ya momba,nzoka,,,,,
1969,mbeya,wilaya ya rungwe,bagamoyo,,,,,
1970,mbeya,wilaya ya rungwe,bujela,,,,,
1971,mbeya,wilaya ya rungwe,bulyaga,,,,,
1972,mbeya,wilaya ya rungwe,ibighi,,,,,
1973,mbeya,wilaya ya rungwe,ikuti,,,,,
1974,mbeya,wilaya ya rungwe,ilima,,,,,
1975,mbeya,wilaya ya rungwe,iponjola,,,,,
1976,mbeya,wilaya ya rungwe,isongole,,,,,
1977,mbeya,wilaya ya rungwe,itagata,,,,,
1978,mbeya,wilaya ya rungwe,kawetele,,,,,
1979,mbeya,wilaya ya rungwe,kinyala,,,,,
1980,mbeya,wilaya ya rungwe,kisiba,,,,,
1981,mbeya,wilaya ya rungwe,kisondela,,,,,
1982,mbeya,wilaya ya rungwe,kiwira,,,,,
1983,mbeya,wilaya ya rungwe,kyimo,,,,,
1984,mbeya,wilaya ya rungwe,lufingo,,,,,
1985,mbeya,wilaya ya rungwe,lupepo,,,,,
1986,mbeya,wilaya ya rungwe,makandana,,,,,
1987,mbeya,wilaya ya rungwe,malindo,,,,,
1988,mbeya,wilaya ya rungwe,masebe,,,,,
1989,mbeya,wilaya ya rungwe,masoko,,,,,
1990,mbeya,wilaya ya rungwe,masukulu,,,,,
1991,mbeya,wilaya ya rungwe,matwebe,,,,,
1992,mbeya,wilaya ya rungwe,mpuguso,,,,,
1993,mbeya,wilaya ya rungwe,msasani,,,,,
1994,mbeya,wilaya ya rungwe,ndanto,,,,,
1995,mbeya,wilaya ya rungwe,nkunga,,,,,
1996,mbeya,wilaya ya rungwe,suma,,,,,
1997,mbeya,wilaya ya rungwe,swaya,,,,,
1998,morogoro,manispaa ya morogoro,bigwa,,,,,
1999,morogoro,manispaa ya morogoro,boma,,,,,
