hh1,hh2,b04_district,strate,b05_region,b06_departemen,b07_souspref,b08_commune,b09_zd,b10_nomvillag,b11_quartcpt,milieu,pop_density
19,7,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,8240,ABOBO,ABOBOTE,Urbain,7513.235897435898
19,6,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,8240,ABOBO,ANADOR,Urbain,7513.235897435898
72,12,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,8,4140,PORT BOUET,ANANI,Urbain,7513.235897435898
13,8,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,6020,ABOBO,SOGEFIHA,Urbain,7513.235897435898
7,6,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,4190,ABIDJAN,NGUESSANKOI,Urbain,7513.235897435898
92,7,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,11700,ZONE INDUSTRIELLE,AN 2000,Urbain,7513.235897435898
46,12,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,4,4180,ABIDJAN,DJOROGOBITE,Urbain,7513.235897435898
18,10,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,7710,ABOBO,ABOBO SUD 2EME TRANCHE,Urbain,7513.235897435898
18,9,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,7710,ABOBO,ABOBO SUD 2EME TRANCHE,Urbain,7513.235897435898
52,11,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,5,1940,KOUMASSI,PROGRES,Urbain,7513.235897435898
50,6,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,5,780,KOUMASSI,MAIRIE,Urbain,7513.235897435898
978,8,1,grands-ponts,district autonome d'abidjan,abidjan,brofodoume,non communal,978,DZEUDJI,FRATERNITE,Rural,7513.235897435898
18,3,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,7710,ABOBO,ABOBO SUD 2E TRANCHE,Urbain,7513.235897435898
18,2,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,7710,ABOBO,ABOBO SUD 2E TRANCHE,Urbain,7513.235897435898
18,1,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,7710,ABOBO,SUD 2EME TRANCHE,Urbain,7513.235897435898
70,8,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,8,2580,PORT BOUET,JEAN FOLLY,Urbain,7513.235897435898
98,7,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,9330,GESCO MANUTENTION,BONIKRO,Urbain,7513.235897435898
40,3,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,4,60,BLOKAUSS,BLOKAUSS,Urbain,7513.235897435898
25,11,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,2,1400,ADJAME,ADJAME NORD,Urbain,7513.235897435898
110,2,1,grands-ponts,district autonome d'abidjan,abidjan,brofodoume,non communal,60100,BANGAKOI,BANGAKOI,Rural,7513.235897435898
49,6,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,5,350,KOUMASSI,SICOGI 2,Urbain,7513.235897435898
63,9,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,6,860,ANOUMAMBO,ANOUMAMBO,Urbain,7513.235897435898
49,4,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,5,350,KOUMASSI,SICOGI 2,Urbain,7513.235897435898
17,2,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,7590,ABOBO,CENT DOUZE HECTARES,Urbain,7513.235897435898
79,8,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,1072,YOPOUGON,GESCO MANUTANTION,Urbain,7513.235897435898
16,11,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,6610,ABOBO,AGBEKOI,Urbain,7513.235897435898
61,5,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,6,760,ANOUMAMBO,ANOUMAMBO,Urbain,7513.235897435898
16,9,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,6610,ABOBO,AGBEKOI,Urbain,7513.235897435898
93,7,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,11890,ZONE INDUSTRIELLE,GESCO MONDJON,Urbain,7513.235897435898
70,2,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,8,2580,PORT BOUET,JEAN FOLLY,Urbain,7513.235897435898
24,1,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,2,20,ADJAME,ADJAME DALLAS,Urbain,7513.235897435898
49,8,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,5,350,KOUMASSI,SICOGI 2,Urbain,7513.235897435898
10,11,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,5070,ABIDJAN,AKEIKOI EXTENSION,Urbain,7513.235897435898
26,5,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,2,90,ADJAME,ADJAME VILLAGE,Urbain,7513.235897435898
65,10,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,8,1590,PORT BOUET,PHARE LITTORAL,Urbain,7513.235897435898
15,12,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,6560,AGBEKOI,AGBEKOI,Urbain,7513.235897435898
63,7,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,6,860,MARCORY,ANOUMANBO,Urbain,7513.235897435898
69,3,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,8,2380,PORT BOUET,ADJOUFFOU 1,Urbain,7513.235897435898
52,4,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,5,1940,KOUMASSI,PROGRES,Urbain,7513.235897435898
15,8,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,6560,AGBEKOI,AGNEKOI,Urbain,7513.235897435898
39,3,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,4,1020,M POUTO,M POUTO,Urbain,7513.235897435898
106,1,1,grands-ponts,district autonome d'abidjan,abidjan,bingerville,communal,370,BINGERVILLE,BLACHON,Urbain,7513.235897435898
108,5,1,grands-ponts,district autonome d'abidjan,abidjan,bingerville,non communal,60130,BINGERVILLE,ADJAME BINGERVILLE,Rural,7513.235897435898
2,6,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,1540,ABIDJAN,ANONKOI 3,Urbain,7513.235897435898
6,11,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,4140,ABIDJAN,AVOCATIER AGNISSANKOI,Urbain,7513.235897435898
15,1,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,6560,ABOBO,AGBEKOI,Urbain,7513.235897435898
72,7,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,8,4140,PORT BOUET,ANANOU,Urbain,7513.235897435898
14,11,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,4304,ABOBO,ABOBO CENTRE,Urbain,7513.235897435898
53,6,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,5,2060,KOUMASSI,PROGRES,Urbain,7513.235897435898
46,11,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,4,4180,ABIDJAN,DJOROGOBITE,Urbain,7513.235897435898
50,7,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,5,780,KOUMASSI,MARCHE,Urbain,7513.235897435898
39,5,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,4,1020,MPOUTO,MPOUTO,Urbain,7513.235897435898
30,10,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,2,2352,ADJAME,ADJAME SODECI FIILTISAC,Urbain,7513.235897435898
105,9,1,grands-ponts,district autonome d'abidjan,abidjan,anyama,non communal,60240,ANYAMA,MBRAGO,Rural,7513.235897435898
14,3,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,6320,ABOBO,ABOBO CENTRE,Urbain,7513.235897435898
14,1,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,6320,ABOBO,ABOBO CENTRE,Urbain,7513.235897435898
83,1,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,4430,TOIT ROUGE,ASSONVON,Urbain,7513.235897435898
99,12,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,9730,GESCO MANUTENTION,CIEL,Urbain,7513.235897435898
42,4,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,4,260,COCODY,DANGAN,Urbain,7513.235897435898
102,9,1,grands-ponts,district autonome d'abidjan,abidjan,anyama,non communal,580,AYAMA,PALMERAI,Urbain,7513.235897435898
60,2,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,6,350,MARCORY,BROU FULGENCE,Urbain,7513.235897435898
13,7,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,6020,SOGHEFIA,SOGHEFIA,Urbain,7513.235897435898
13,6,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,6020,ABOBO,ABOBO SOGEFIA,Urbain,7513.235897435898
72,4,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,8,4140,PORT BOUET,ANANI AMANOU,Urbain,7513.235897435898
5,10,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,4111,ABIDJAN,AVOCATIER NGUESSANKOI,Urbain,7513.235897435898
6,12,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,4140,ABIDJAN,AVOCATIER AGNISSANKOI,Urbain,7513.235897435898
13,1,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,6020,ABOBO,SOGHEFIA,Urbain,7513.235897435898
57,11,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,5,3810,KOUMASSI CAMPEMENT,KOUMASSI CAMPEMENT,Urbain,7513.235897435898
68,2,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,8,440,PORT BOUET,VRIDI 3FOYER,Urbain,7513.235897435898
20,2,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,9050,ABOBO,ABOBOTE,Urbain,7513.235897435898
103,10,1,grands-ponts,district autonome d'abidjan,abidjan,anyama,communal,103,ANYAMA,ASSOIKON,Urbain,7513.235897435898
978,7,1,grands-ponts,district autonome d'abidjan,abidjan,brofodoume,non communal,60140,DJEUDJI,DJEUDJI,Rural,7513.235897435898
28,5,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,2,550,ADJAME,MARIE-THERESE,Urbain,7513.235897435898
12,6,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,5350,ABIDJAN,AKEIKOI EXTENSION,Urbain,7513.235897435898
12,5,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,5350,ABIDJAN,AKEIKOI EXTENSION,Urbain,7513.235897435898
12,1,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,5350,ABIDJAN,AKEKOI EXTENTION,Urbain,7513.235897435898
29,4,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,2,2200,ADJAME,WILLIAMSVILLE 2,Urbain,7513.235897435898
98,5,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,9330,GESCO MANUTENTION,BONIKRO,Urbain,7513.235897435898
95,5,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,12141,ZONE INDUSTRIELLE,QUARTIER GOURO ZONPLEU,Urbain,7513.235897435898
50,11,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,5,780,KOUMASSI,MAIRIE,Urbain,7513.235897435898
36,12,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,3,980,ATTECOUBE,SANTE 3 ATTECOUBE,Urbain,7513.235897435898
33,2,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,3,1190,ATTECOUBE,AGBAN ATTIE,Urbain,7513.235897435898
82,11,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,2760,YOPOUGON,YOPOUGON PORT BOUET 2,Urbain,7513.235897435898
82,3,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,2760,YOPOUGON,PORTBOUET 2,Urbain,7513.235897435898
33,3,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,3,1190,ATTECOUBE,ATTECOUBE 3,Urbain,7513.235897435898
81,12,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,1710,YOPOUGON,YOPOUGON ATTIE,Urbain,7513.235897435898
92,10,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,1700,ZONE INDUSTRIELLE,AN 2000,Urbain,7513.235897435898
11,3,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,5241,ABIDJAN,AKEKOI EXTENTION,Urbain,7513.235897435898
32,11,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,2,2230,ADJAME,PAILLET,Urbain,7513.235897435898
9,11,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,4690,ABIDJAN,AGNISSANKOI AVOCATIER,Urbain,7513.235897435898
14,10,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,6651,ABOBO,ABOBO CENTRE,Urbain,7513.235897435898
47,4,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,4,22,ABIDJAN,DJOROGOBITE,Urbain,7513.235897435898
11,4,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,5241,ABIDJAN,AKEKOI EXTENTION,Urbain,7513.235897435898
83,10,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,4430,TOIT ROUGE,,Urbain,7513.235897435898
99,11,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,9730,GESCO MANUTENTION,CIEL,Urbain,7513.235897435898
42,9,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,4,260,DANGA,DANGA,Urbain,7513.235897435898
91,9,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,11660,ZONE INDUSTRIELLE,AN 2000,Urbain,7513.235897435898
54,5,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,5,2280,KOUMASSI,PROGRES,Urbain,7513.235897435898
23,3,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,9830,ABOBO,CLOUETCHA KENEDY,Urbain,7513.235897435898
88,1,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,870,GARE SUD SODECI,WASSAKARA,Urbain,7513.235897435898
63,6,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,6,860,ANOUMANBO,ANOUMANBO,Urbain,7513.235897435898
39,12,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,4,1020,M'POUTO,M'POUTO,Urbain,7513.235897435898
10,7,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,5070,ABIDJAN,AKEIKOI EXTENSION,Urbain,7513.235897435898
15,9,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,6560,ABOBO,AGBEKOI,Urbain,7513.235897435898
62,8,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,6,830,ANOUMANBO,ANOUMANBO,Urbain,7513.235897435898
103,4,1,grands-ponts,district autonome d'abidjan,abidjan,anyama,communal,1160,ANYAMA,MATERNITE,Urbain,7513.235897435898
45,2,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,4,2910,ABIDJAN,7EM TRANCHE,Urbain,7513.235897435898
99,10,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,9730,GESCO MANUTENTION,CIEL,Urbain,7513.235897435898
17,12,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,7590,ABOBO,CENT DOUZE HECTARES,Urbain,7513.235897435898
30,4,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,2,235,ADJAME,SODECI FILTISAC,Urbain,7513.235897435898
10,1,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,5070,ABIDJAN,AKEKOI EXTENTION,Urbain,7513.235897435898
39,7,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,4,1020,M'POUTO,M'POUTO,Urbain,7513.235897435898
67,3,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,8,211,PORT BOUET,VRIDI CANAL SIR,Urbain,7513.235897435898
75,6,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,9,930,TREICHVILLE,AUGUSTE DENISE,Urbain,7513.235897435898
56,2,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,5,3290,KOUMASSI,05,Urbain,7513.235897435898
86,11,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,6210,SOGEFIHA KOUTE MUNICIPALE,SIGOGI LEM 2,Urbain,7513.235897435898
100,10,1,grands-ponts,district autonome d'abidjan,abidjan,anyama,communal,210,ANYAMA,CHATEAU,Urbain,7513.235897435898
108,12,1,grands-ponts,district autonome d'abidjan,abidjan,bingerville,communal,60130,BINGERVILLE,ADJAME BINGERVILLE,Rural,7513.235897435898
10,6,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,5070,ABIDJAN,AKEIKOI EXTENSION,Urbain,7513.235897435898
7,7,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,4190,ABIDJAN,AVOCATIER NGUESSANKOI,Urbain,7513.235897435898
57,7,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,5,3810,KOUMASSI,CAMPEMENT,Urbain,7513.235897435898
38,8,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,4,1010,M'POUTO,M'POUTO,Urbain,7513.235897435898
72,5,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,8,4140,PORT BOUET,ANANOU,Urbain,7513.235897435898
18,7,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,7710,ABOBO,ABOBO SUD 2EME TRANCHE,Urbain,7513.235897435898
86,2,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,6210,SOGEFIA KOUTE,SICOGI LEM 2,Urbain,7513.235897435898
48,3,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,5,1220,KOUMASSI,REMBLAIS,Urbain,7513.235897435898
26,1,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,2,90,ADJAME,ADJAME VILLAGE,Urbain,7513.235897435898
75,3,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,9,930,AUGUSTE DENISE,AUGUSTE DENISE,Urbain,7513.235897435898
107,2,1,grands-ponts,district autonome d'abidjan,abidjan,bingerville,communal,371,BINGERVILLE,BLACHON,Urbain,7513.235897435898
19,11,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,8240,ABOBO,ANADOR,Urbain,7513.235897435898
17,9,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,7590,ABOBO,CENT DOUZE HECTARES,Urbain,7513.235897435898
102,1,1,grands-ponts,district autonome d'abidjan,abidjan,anyama,communal,580,ANYAMA,PALMERAIE,Urbain,7513.235897435898
91,11,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,11660,ZONE INDUSTRIELLE,AN 2000,Urbain,7513.235897435898
27,9,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,2,200,ADJAME,SAINT MICHEL,Urbain,7513.235897435898
62,9,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,6,830,ANOUMANBO,ANOUMANBO,Urbain,7513.235897435898
55,5,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,5,2440,KOUMASSI,KOUMASSI GRAND MARCHE,Urbain,7513.235897435898
32,12,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,2,2830,ADJAME,PAILLET,Urbain,7513.235897435898
100,6,1,grands-ponts,district autonome d'abidjan,abidjan,anyama,communal,210,ANYAMA,CHRISTIAN KOUA2,Urbain,7513.235897435898
60,6,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,6,350,MASA,MAS,Urbain,7513.235897435898
111,5,1,grands-ponts,district autonome d'abidjan,abidjan,songon,non communal,60130,ABADJIN KOUTE,IRCA  STATION,Rural,7513.235897435898
43,3,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,4,1930,ABIDJAN,LYCEE TECHNIQUE,Urbain,7513.235897435898
73,4,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,9,290,BIAFRA,BIAFRA,Urbain,7513.235897435898
98,4,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,9330,GESCO MANUTENTION,BONIKRO,Urbain,7513.235897435898
50,12,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,5,780,KOUMASSI,MAIRIE,Urbain,7513.235897435898
36,3,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,3,980,ATTECOUBE,SANTE3,Urbain,7513.235897435898
38,2,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,4,1020,COCODY,M POUTO,Urbain,7513.235897435898
14,6,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,6320,ABOBO,ABOBO CENTRE,Urbain,7513.235897435898
99,4,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,9730,GESCO MANUTENTION,GESCO CIEL,Urbain,7513.235897435898
52,8,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,5,1840,KOUMASSI,PROGRES,Urbain,7513.235897435898
93,10,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,11890,ZONE INDUSTRIELLE,GESCO MONDON,Urbain,7513.235897435898
6,4,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,4140,ABIDJAN,AVOCATIER NGUESSANKOI,Urbain,7513.235897435898
105,1,1,grands-ponts,district autonome d'abidjan,abidjan,anyama,non communal,60240,M BRAGO 2,ANCIEN VILLAGE,Rural,7513.235897435898
89,7,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,11350,GESCO MANUTENTION,MAROC,Urbain,7513.235897435898
9,1,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,4690,ABIDJAN,AGNISSANKOI AVOCATIER,Urbain,7513.235897435898
80,4,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,1310,YOP,BANCO2,Urbain,7513.235897435898
42,1,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,4,260,COCODY,DANGA,Urbain,7513.235897435898
67,2,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,8,211,PORT BOUET, VRIDI CANAL SIR,Urbain,7513.235897435898
91,6,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,11660,ZONE INDUSTRIELLE,AN 2000,Urbain,7513.235897435898
93,9,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,11890,ZONE INDUSTRIELLE,GESCO MONDON,Urbain,7513.235897435898
104,11,1,grands-ponts,district autonome d'abidjan,abidjan,anyama,non communal,6007,ATTINGUIE,BORIBANA,Rural,7513.235897435898
13,5,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,6020,ABOBO,SOGEFIHA,Urbain,7513.235897435898
90,4,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,11530,ZONE INDUSTRIELLE,MICAO,Urbain,7513.235897435898
92,6,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,11700,ZONE INDUSTRIELLE,FERRAILLE,Urbain,7513.235897435898
29,8,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,2,2200,ADJAME,ADJAME WILLIAMSVILLE 2,Urbain,7513.235897435898
4,12,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,3580,ABIDJAN,BANCO 1 ET 2,Urbain,7513.235897435898
80,2,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,1310,YOP,BANCO2,Urbain,7513.235897435898
38,6,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,4,1010,M'POUTO,M'POUTO,Urbain,7513.235897435898
49,1,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,5,350,KOUMASSI,SICOGI 2,Urbain,7513.235897435898
2,1,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,1540,ABIDJAN,ANONKOI,Urbain,7513.235897435898
87,9,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,7440,YOPOUGON NIANGON SUD,,Urbain,7513.235897435898
34,12,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,3,1310,ATTECOUBE,AGBAN ATTIE,Urbain,7513.235897435898
66,12,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,8,1640,PORT BOUET,DERRIERE WHARF,Urbain,7513.235897435898
1,2,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,10230,ABIDJAN,ABOBO BAOULE,Urbain,7513.235897435898
53,4,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,5,2060,KOUMASSI,PROGRES,Urbain,7513.235897435898
55,2,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,5,2440,KOUMASSI,GRAND MARCHE,Urbain,7513.235897435898
