hh1,hh2,b04_district,strate,b05_region,b06_departemen,b07_souspref,b08_commune,b09_zd,b10_nomvillag,b11_quartcpt,milieu,pop_density
1,11,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,10230,ABIDJAN,ABOBO BAOULE,Urbain,7513.235897435898
73,9,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,9,290,TREICHVILLE,BIAFRA,Urbain,7513.235897435898
34,4,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,3,1310,ATTECOUBE,ATTECOUBE AGBAN ATTIE,Urbain,7513.235897435898
61,2,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,6,760,MARCORY,ANOUMANBO,Urbain,7513.235897435898
41,3,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,4,1440,COCODY,BONOUMIN,Urbain,7513.235897435898
39,11,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,4,1020,M'POUTO,M'POUTO,Urbain,7513.235897435898
33,9,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,3,1190,ATTECOUBE,ATTECOUBE3,Urbain,7513.235897435898
59,7,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,6,1820,JEAN BAPTISTE MOCKEY,JEAN BAPTISTE MOCKEY,Urbain,7513.235897435898
96,3,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,12390,NIANGON SUD,ILE BOULAY ISSIBISSA,Urbain,7513.235897435898
75,8,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,9,930,TREICHVILLE,AUGUSTE DENISE,Urbain,7513.235897435898
93,1,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,11890,GESCO MANUTENTION,GESCO MONDON,Urbain,7513.235897435898
68,7,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,8,440,PORT BOUET,VRIDI 3FOYER,Urbain,7513.235897435898
94,10,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,1940,YOBOUA,ARNAUD,Urbain,7513.235897435898
93,8,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,11890,ZONE INDUSTRIELLE,GESCO MONDON,Urbain,7513.235897435898
102,7,1,grands-ponts,district autonome d'abidjan,abidjan,anyama,communal,580,PALMERAIE,PALMERAIE,Urbain,7513.235897435898
20,9,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,9050,ABOBO,ABOBOTE,Urbain,7513.235897435898
85,3,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,5160,SANTE,KOWEIT,Urbain,7513.235897435898
112,7,1,grands-ponts,district autonome d'abidjan,abidjan,songon,non communal,60480,ABIATE2,ANDOKOI,Rural,7513.235897435898
24,11,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,2,20,ADJAME,DALLAS,Urbain,7513.235897435898
31,7,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,2,2530,ADJAME,WILLIAMSVILLE3,Urbain,7513.235897435898
34,10,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,3,1310,ATTECOUBE,AGBAN ATTIE,Urbain,7513.235897435898
13,10,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,6020,ABOBO,SOGHEFIA,Urbain,7513.235897435898
102,11,1,grands-ponts,district autonome d'abidjan,abidjan,abidjan,communal,580,AYAMA,PALMERAI,Urbain,7513.235897435898
35,10,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,3,880,ATTECOUBE,ATTECOUBE SANTE 3,Urbain,7513.235897435898
16,1,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,6610,AGBEKOI,AGBEKOI,Urbain,7513.235897435898
25,5,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,2,1400,ADJAME,ADJAME NORD,Urbain,7513.235897435898
43,4,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,4,1930,ABIDJAN,LYCEE TECHNIQUE,Urbain,7513.235897435898
47,3,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,4,2460,ABIDJAN,DJOROGOBITE,Urbain,7513.235897435898
104,6,1,grands-ponts,district autonome d'abidjan,abidjan,anyama,non communal,6007,ATTINGUIE,BORIBANA,Rural,7513.235897435898
52,3,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,5,1940,KOUMASSI,PROGRES,Urbain,7513.235897435898
107,9,1,grands-ponts,district autonome d'abidjan,abidjan,bingerville,communal,173,BINGERVILLE,BLACHON,Urbain,7513.235897435898
5,5,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,4111,ABIDJAN,AVOCATIER NGUESSANKOI,Urbain,7513.235897435898
25,10,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,2,1400,ADJAME,ADJAME NORD,Urbain,7513.235897435898
28,7,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,2,550,ADJAME,CIMETIERE,Urbain,7513.235897435898
104,12,1,grands-ponts,district autonome d'abidjan,abidjan,anyama,non communal,6007,ATTINGUIE,BORIBANA,Rural,7513.235897435898
16,7,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,6610,ABOBO,AGBEKOI,Urbain,7513.235897435898
12,9,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,5350,ABIDJAN,AKEIKOI EXTENSION,Urbain,7513.235897435898
72,10,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,8,4114,1,ANANI AMANOU,Urbain,7513.235897435898
97,8,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,9230,ADIOPODOUME,KM17,Urbain,7513.235897435898
14,7,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,6320,ABOBO,ABOBO CENTRE,Urbain,7513.235897435898
102,2,1,grands-ponts,district autonome d'abidjan,abidjan,anyama,communal,580,ANYAMA,PALMERAIE,Urbain,7513.235897435898
51,11,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,5,1910,KOUMASSI,REMBLAIS,Urbain,7513.235897435898
107,7,1,grands-ponts,district autonome d'abidjan,abidjan,bingerville,communal,371,BINGERVILLE,BLACHON,Urbain,7513.235897435898
64,1,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,8,1040,PORT BOUET,ABATOIR 2,Urbain,7513.235897435898
102,8,1,grands-ponts,district autonome d'abidjan,abidjan,anyama,communal,580,PALMERAIE,PALMERAIE,Urbain,7513.235897435898
109,8,1,grands-ponts,district autonome d'abidjan,abidjan,bingerville,non communal,60160,MBATTO BOUAKE,CHATEAU,Rural,7513.235897435898
32,6,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,2,2830,ADJAME,PAILLET,Urbain,7513.235897435898
20,6,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,9050,ABOBO,ABOBOTE,Urbain,7513.235897435898
10,12,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,5070,ABIDJAN,AKEIKOI EXTENSION,Urbain,7513.235897435898
33,1,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,3,1190,ATTECOUBE,ATTECOUBE 3,Urbain,7513.235897435898
93,5,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,11890,ZONE INDUSTRIELLE,GESCO,Urbain,7513.235897435898
54,7,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,5,2280,KOUMASSI,PROGRES,Urbain,7513.235897435898
64,9,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,8,1040,PORT BOUET,ABATTOIR 2,Urbain,7513.235897435898
18,8,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,7710,ABOBO,ABOBO SUD 2EME TRANCHE,Urbain,7513.235897435898
10,4,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,5070,ABIDJAN,AKEKOI EXTENTION,Urbain,7513.235897435898
84,10,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,4520,TOIT ROUGE,,Urbain,7513.235897435898
1,12,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,10230,ABIDJAN,AGNISSANKOI AVOCATIER,Urbain,7513.235897435898
77,9,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,610,YOPOUGON,GAR SUD SODEC,Urbain,7513.235897435898
51,2,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,5,1910,KOUMASSI,REMBLAIS,Urbain,7513.235897435898
21,3,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,9210,ABOBO,ABOBOTE,Urbain,7513.235897435898
11,9,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,5241,ABIDJAN,AKEIKOI EXTENSION,Urbain,7513.235897435898
42,8,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,4,260,COCODY,DANGA,Urbain,7513.235897435898
70,6,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,8,2580,PORT BOUET,JEAN FOLLY,Urbain,7513.235897435898
78,12,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,10100,YOPOUGON,YOPOUGON GESCO MANUTENTION,Urbain,7513.235897435898
42,10,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,4,260,COCODY DANGA,COCODY DANGA,Urbain,7513.235897435898
77,12,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,610,YOPOUGON,GARE SUD SODECI,Urbain,7513.235897435898
15,10,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,6560,ABOBO,AGBEKOI,Urbain,7513.235897435898
90,7,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,11530,ZONE INDISTRIELLE,DEGUERPI,Urbain,7513.235897435898
28,2,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,2,550,ADJAME,CIMETIERE,Urbain,7513.235897435898
76,8,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,590,YOPOUGON,GARE SUD SODECI GFCI,Urbain,7513.235897435898
33,12,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,3,1190,ATTECOUBE,ATTECOUBE3,Urbain,7513.235897435898
97,3,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,9230,ADIOPODOUME,ADIOPODOUME,Urbain,7513.235897435898
96,9,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,12390,NIANGON SUD,ILE BOULEY,Urbain,7513.235897435898
37,7,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,3,2250,ATTECOUBE,SEBROKO,Urbain,7513.235897435898
82,9,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,2760,YOPOUGON,YOPOUGON PORT BOUET,Urbain,7513.235897435898
50,4,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,5,780,KOUMASSI,MAIRIE,Urbain,7513.235897435898
59,11,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,6,1820,MARCORY,JEAN BAPTISTE MOCKEY,Urbain,7513.235897435898
57,6,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,5,3810,KOUMASSI,CAMPEMENT,Urbain,7513.235897435898
5,4,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,4111,ABIDJAN,AVOCATIER N'GUESSANKOI,Urbain,7513.235897435898
88,4,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,870,GARE SUD SODECI,WASSAKARA,Urbain,7513.235897435898
35,12,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,3,880,ATTECOUBE,ATTECOUBE SANTE 3,Urbain,7513.235897435898
65,1,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,8,1590,PORT BOUET,PHARE LITTORAL,Urbain,7513.235897435898
58,7,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,6,1200,MARCORY,ANOUMANBO,Urbain,7513.235897435898
71,4,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,8,3270,PORT BOUET,JEAN FOLLY,Urbain,7513.235897435898
108,10,1,grands-ponts,district autonome d'abidjan,abidjan,bingerville,non communal,60130,BINGERVILLE,ADJAME BINGERVILLE,Rural,7513.235897435898
87,6,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,7440,NIANGON SUD,AZITO,Urbain,7513.235897435898
50,3,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,6,780,KOUMASSI,MAIRIE,Urbain,7513.235897435898
109,4,1,grands-ponts,district autonome d'abidjan,abidjan,bingerville,non communal,60160,M'BATTO-BOUAKE,M'BATTO,Rural,7513.235897435898
14,4,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,6320,ABOBO,ABOBO CENTRE,Urbain,7513.235897435898
12,12,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,5350,ABIDJAN,AKEIKOI EXTENSION,Urbain,7513.235897435898
8,6,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,4200,ABIDJAN,AVOCATIER AGNISSANKOI,Urbain,7513.235897435898
71,1,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,8,3270,PORT BOUET,JEAN FOLLY,Urbain,7513.235897435898
41,10,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,4,1440,COCODY,BONOUMIN,Urbain,7513.235897435898
42,5,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,4,260,COCODY,DANGA,Urbain,7513.235897435898
93,6,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,11890,ZONE INDUSTRIELLE,GESCO MONDON,Urbain,7513.235897435898
30,8,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,2350,ADJAME,SODECI FILTISAC,Urbain,7513.235897435898
32,2,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,2,2830,ADJAME,PAILLET,Urbain,7513.235897435898
46,3,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,4,4180,ABIDJAN,DJOROGOBITE 2,Urbain,7513.235897435898
32,9,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,2,2830,ADJAME,PAILLET,Urbain,7513.235897435898
63,10,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,6,760,ANOUMAMBO,ANOUMAMBO,Urbain,7513.235897435898
86,4,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,6210,SOGEFIA KOUTE MUNICIPALITE,SIDECI LEM 2,Urbain,7513.235897435898
56,11,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,5,3290,KOUMASSI,NORD EST,Urbain,7513.235897435898
41,5,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,4,1440,BONOUMIN,BONOUMIN,Urbain,7513.235897435898
108,7,1,grands-ponts,district autonome d'abidjan,abidjan,bingerville,communal,60130,BINGERVILLE,ADAME BINGERVILLE,Rural,7513.235897435898
31,1,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,2,2530,ADJAME,WILLIAMSVILLE 3,Urbain,7513.235897435898
47,9,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,4,4260,ABIDJAN,DJOROGOBITE 1,Urbain,7513.235897435898
78,7,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,1010,YOPOUGON,GESCO MANUTENTION,Urbain,7513.235897435898
77,3,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,610,YOPOUGON,GARE SUD-SODECI GFCI,Urbain,7513.235897435898
58,1,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,6,1200,SANS FILS,SANS FILS,Urbain,7513.235897435898
7,3,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,4693,ABIDJAN,AVOCATIER N'GUESSANKOI,Urbain,7513.235897435898
90,12,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,11530,ZONE INDISTRUELLE,MICAO,Urbain,7513.235897435898
109,9,1,grands-ponts,district autonome d'abidjan,abidjan,bingerville,non communal,60160,M'BATTO BOUAKE,CHATEAU,Rural,7513.235897435898
81,4,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,1710,YOPOUGON,YOPOUGON ATTIE,Urbain,7513.235897435898
92,9,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,11700,ZONE INDUSTRIELLE,AN 2000,Urbain,7513.235897435898
40,7,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,4,60,COCODY,BLOCKAUSS,Urbain,7513.235897435898
100,2,1,grands-ponts,district autonome d'abidjan,abidjan,anyama,communal,100,ANYAMA,SODECI,Urbain,7513.235897435898
88,6,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,870,GARE SUD SODECI,WASSAKARA,Urbain,7513.235897435898
34,1,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,3,1310,ATTECOUBE,ATTECOUBE AGBAN ATTIE,Urbain,7513.235897435898
8,12,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,4200,ABIDJAN,AGNISSANKOI AVOCATIER,Urbain,7513.235897435898
14,9,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,6320,ABOBO,ABOBO CENTRE,Urbain,7513.235897435898
85,7,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,5160,SANTE,KOWEIT,Urbain,7513.235897435898
7,4,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,4403,ABIDJAN,AVOCATIER N'GUESSANKOI,Urbain,7513.235897435898
82,8,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,2760,YOPOUGON,PORT BOUET 2,Urbain,7513.235897435898
101,2,1,grands-ponts,district autonome d'abidjan,abidjan,anyama,communal,360,ANYAMA,GARE,Urbain,7513.235897435898
34,2,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,3,1310,ATTECOUBE,ATTECOUBE AGBAN ATTIE,Urbain,7513.235897435898
85,8,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,5160,SANTE,KOWEIT,Urbain,7513.235897435898
2,3,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,1540,ABIDJAN,ANONKOI,Urbain,7513.235897435898
33,11,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,3,1190,ATTECOUBE,ATTECOUBE 3,Urbain,7513.235897435898
4,4,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,3580,ABIDJAN,BANCO,Urbain,7513.235897435898
89,2,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,11350,GESCO MANUTENTION,MAROC ANADOR,Urbain,7513.235897435898
6,3,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,4140,ABIDJAN,AVOCATIER NGUESSANKOI,Urbain,7513.235897435898
91,3,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,11660,ZONE INDUSTRIELLE,AN 2000,Urbain,7513.235897435898
12,4,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,5350,ABIDJAN,AKEKOI EXTENTION,Urbain,7513.235897435898
82,6,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,2760,YOPOUGON,PORT BOUET2,Urbain,7513.235897435898
31,6,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,2,2530,ADJAME,WILLIAMSVILLE 3,Urbain,7513.235897435898
29,9,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,2,2200,ADJAME,WILLIMSVILLE 2,Urbain,7513.235897435898
53,12,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,5,2060,KOUMASSI,PROGRES,Urbain,7513.235897435898
94,4,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,1,ZONE INDUSTRIELLE,GESCO MONDON,Urbain,7513.235897435898
97,1,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,9230,ADIAPODOUME,ADIAPODOUME,Urbain,7513.235897435898
92,12,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,1700,ZONE INDUSTRIELLE,AN 2000,Urbain,7513.235897435898
73,5,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,6,290,MARCORY,YOBOU LAMBERT,Urbain,7513.235897435898
48,4,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,5,1220,KOUMASSI,REMBLAIS,Urbain,7513.235897435898
12,2,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,5350,ABIDJAN,AKEKOI EXTENTION,Urbain,7513.235897435898
62,1,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,6,830,ANOUMAMBO,ANOUMAMBO,Urbain,7513.235897435898
84,2,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,4520,TOIT ROUGE,TOIT ROUGE,Urbain,7513.235897435898
50,8,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,5,780,KOUMASSI,MAIRIE,Urbain,7513.235897435898
36,9,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,3,980,ATTECOUBE,SANTE 3,Urbain,7513.235897435898
86,9,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,6210,SOGEFIA KOUTE MUNICIPALITE,SIGOGI LEM 2,Urbain,7513.235897435898
102,12,1,grands-ponts,district autonome d'abidjan,abidjan,anyama,non communal,6007,ATTINGUIE,BORIBANA,Urbain,7513.235897435898
79,9,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,10720,YOPOUGON,YOPOUGON GESCO MANUTENTION,Urbain,7513.235897435898
100,11,1,grands-ponts,district autonome d'abidjan,abidjan,anyama,communal,210,ANYAMA,CHRISTIAN KOUA1,Urbain,7513.235897435898
23,2,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,9830,ABOBO,CLOUETCHA KENEDY,Urbain,7513.235897435898
22,6,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,9470,ABOBO,SANS MANQUER,Urbain,7513.235897435898
69,6,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,8,2380,PORT BOUET,ADJOUFFOU 1,Urbain,7513.235897435898
47,2,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,4,4260,ABIDJAN,DJOROGOBITE,Urbain,7513.235897435898
21,7,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,9210,ABOBO,ABOBOTE,Urbain,7513.235897435898
74,3,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,9,1120,TREICHVILLE,BELLEVILLE,Urbain,7513.235897435898
16,8,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,6610,ABOBO,AGBEKOI,Urbain,7513.235897435898
73,12,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,9,290,TREICHVILLE,BIAFRA,Urbain,7513.235897435898
47,11,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,4,4260,ABIDJAN,DJOROGOBITE 2,Urbain,7513.235897435898
3,8,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,3210,ABIDJAN,ABOBO SAGBE CENTRE,Urbain,7513.235897435898
22,3,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,9470,ABOBO,SANS MANQUER,Urbain,7513.235897435898
105,11,1,grands-ponts,district autonome d'abidjan,abidjan,anyama,non communal,6024,MBROGO2,MBROGO2,Rural,7513.235897435898
109,2,1,grands-ponts,district autonome d'abidjan,abidjan,bingerville,non communal,60160,M'BATTO-BOUAKE,M'BATTO,Rural,7513.235897435898
68,8,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,8,440,PORT BOUET,VRIDI 3 FOYER,Urbain,7513.235897435898
42,2,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,4,260,COCODY,DANGA,Urbain,7513.235897435898
51,8,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,5,1910,KOUMASSI,REMBLAIS,Urbain,7513.235897435898
21,8,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,9210,ABOBO,ABOBOTE,Urbain,7513.235897435898
7,2,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,4190,ABIDJAN,AVOCATIER N'GUESSANKOI,Urbain,7513.235897435898
27,7,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,2,200,ADJAME,SAINT-MICHEL,Urbain,7513.235897435898
8,8,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,4200,ABIDJAN,AVOCATIER AGNISSANKOI,Urbain,7513.235897435898
19,1,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,8240,ABOBO,ANADOR,Urbain,7513.235897435898
60,8,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,6,350,KABLAN BROU FULGENCE,KABLAN BROU FULGENCE,Urbain,7513.235897435898
50,10,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,5,780,KOUMASSI,MAIRIE,Urbain,7513.235897435898
95,4,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,12141,ZONE INDUSTRIELLE,GOURO,Urbain,7513.235897435898
47,7,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,4,4260,ABIDJAN,DJOROBITE 1,Urbain,7513.235897435898
20,8,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,9050,ABOBO,ABOBOTE,Urbain,7513.235897435898
40,5,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,4,60,COCODY,BLOCKAUSS,Urbain,7513.235897435898
61,11,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,6,760,ANOUMANBO,ANOUMANBO,Urbain,7513.235897435898
81,11,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,1710,YOPOUGON,YOPOUGON  ATTIE,Urbain,7513.235897435898
83,9,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,4430,TOIT ROUGE,,Urbain,7513.235897435898
1,10,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,10230,ABIDJAN,ABOBO BAOULE,Urbain,7513.235897435898
20,3,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,9050,ABOBO,ABOBOTE,Urbain,7513.235897435898
66,1,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,8,1640,PORT BOUET,DERRIERE WHARF,Urbain,7513.235897435898
46,8,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,4,4180,ABIDJAN,DJOROGOBITE 2,Urbain,7513.235897435898
84,7,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,4520,TOIT ROUGE,TOI ROUGE,Urbain,7513.235897435898
17,4,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,7590,ABOBO,CENT DOUZE HECTARES,Urbain,7513.235897435898
19,10,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,8240,ABOBO,ANADOR,Urbain,7513.235897435898
26,4,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,2,90,ADJAME,ADJAME VILLAGE,Urbain,7513.235897435898
111,11,1,grands-ponts,district autonome d'abidjan,abidjan,songon,non communal,60130,ABADJIN KOUTE,IRCA STATTION,Rural,7513.235897435898
